Q106026420	PITVQFJBUFDJDD-XEGUGMAKSA-N
Q106028934	WBZOZLNLXVBCNW-LTHWPDAASA-N
Q106028937	JKLJVFCPCWMNMZ-UMPQAUOISA-N
Q106028938	YXSSXUIBUJGHJY-SFJXLCSZSA-N
Q106028939	WTRQBSSQBKRNKV-MNSWYVGCSA-N
Q106028940	STKZKWFOKOCSLW-UMPQAUOISA-N
Q106028943	FHHYVSCGOMPLLO-IHPCNDPISA-N
Q106028946	ZPZNQAZHMCLTOA-PXDAIIFMSA-N
Q106028950	XKTWZYNTLXITCY-QRTARXTBSA-N
Q106028953	XQMGDVVKFRLQKH-BBRMVZONSA-N
Q106028963	DLZKEQQWXODGGZ-KWQFWETISA-N
Q106028967	LGEYOIQBBIPHQN-UWJYBYFXSA-N
Q106028969	KSVMDJJCYKIXTK-IGNZVWTISA-N
Q106028979	WPVGRKLNHJJCEN-BZSNNMDCSA-N
Q106028996	CDHQEOXPWBDFPL-QWRGUYRKSA-N
Q106028998	CTDPLKMBVALCGN-JSGCOSHPSA-N
Q106029002	USYGMBIIUDLYHJ-GVARAGBVSA-N
Q106029003	PJWCWGXAVIVXQC-STECZYCISA-N
Q106029009	PRONOHBTMLNXCZ-BZSNNMDCSA-N
Q106029022	UPODKYBYUBTWSV-BZSNNMDCSA-N
Q106029027	SCZJKZLFSSPJDP-ACRUOGEOSA-N
Q106029030	CDBXVDXSLPLFMD-BPNCWPANSA-N
Q106029038	SOEGLGLDSUHWTI-STECZYCISA-N
Q106029040	RCMWNNJFKNDKQR-UFYCRDLUSA-N
Q106029042	YYLHVUCSTXXKBS-IHRRRGAJSA-N
Q106029043	FRMFMFNMGQGMNB-BVSLBCMMSA-N
Q106029049	UMSZZGTXGKHTFJ-SRVKXCTJSA-N
Q106029050	ITDWWLTTWRRLCC-KJEVXHAQSA-N
Q106029052	DTWMJYGOUWNWEC-IHPCNDPISA-N
Q106029053	BXJQKVDPRMLGKN-PMVMPFDFSA-N
Q106029064	AFWXOGHZEKARFH-ACRUOGEOSA-N
Q106029095	BRPKEERLGYNCNC-NHCYSSNCSA-N
Q106029100	RKIGNDAHUOOIMJ-BQFCYCMXSA-N
Q106029101	JTWIMNMUYLQNPI-WPRPVWTQSA-N
Q106029103	BEGDZYNDCNEGJZ-XVKPBYJWSA-N
Q106029104	WFENBJPLZMPVAX-XVKPBYJWSA-N
Q106029106	URIRWLJVWHYLET-ONGXEEELSA-N
Q106029109	XXROXFHCMVXETG-UWVGGRQHSA-N
Q106029119	DJQIUOKSNRBTSV-CYDGBPFRSA-N
Q106029120	FMPUTJLSQLIZJJ-DCAQKATOSA-N
Q106029126	RFKJNTRMXGCKFE-FHWLQOOXSA-N
Q106029128	DIOSYUIWOQCXNR-ONGXEEELSA-N
Q106029129	YMTOEGGOCHVGEH-IHRRRGAJSA-N
Q106029134	LJSZPMSUYKKKCP-UBHSHLNASA-N
Q106029152	LCHZBEUVGAVMKS-RHYQMDGZSA-N
Q106029158	VBTFUDNTMCHPII-FKBYEOEOSA-N
Q106029169	NLNCNKIVJPEFBC-DLOVCJGASA-N
Q106029172	GGMAXEWLXWJGSF-PEWBXTNBSA-N
Q106029174	HAGOYFHDXMPZDS-ADYBDAMASA-N
Q106029175	YQNQEZMFMBODFK-UKAXMGDTSA-N
Q106029183	DXFWBOQUFGDWDP-CMJQBAFXSA-N
Q106029190	DDPFUGIRVJYBMN-SNAWJCMRSA-N
Q106029191	HLVBXSGXJVQJGW-UHFFFAOYSA-N
Q106029192	OQKCUQQTEDLJJP-UHFFFAOYSA-N
Q106029200	VUBQCPVNCMCCJD-JTQLQIEISA-N
Q106029207	FGYHLIHEFHCMPP-FVWOBLMASA-N
Q106029232	KKCIOUWDFWQUBT-UHFFFAOYSA-N
Q106029237	QFZBGCAHQGWTGN-VJIACCKLSA-N
Q106029238	MOQVEROLCMDDKC-KRWDZBQOSA-N
Q106029244	JHNQOAIDMUHKEW-ZDUSSCGKSA-N
Q106029291	VKDFZMMOLPIWQQ-VIFPVBQESA-N
Q106029293	KDXKERNSBIXSRK-LNLMKGTHSA-N
Q106029296	NYCRCTMDYITATC-UHFFFAOYSA-N
Q106029306	ITVFBZXHWIFZDX-UHFFFAOYSA-N
Q106029312	WWJXRJJBIVSSNF-NSCUHMNNSA-N
Q106029315	GNMSLDIYJOSUSW-UHFFFAOYSA-N
Q106029319	LZCXCXDOGAEFQX-UHFFFAOYSA-N
Q106029341	ZYEMKIHYSVDTSN-UHFFFAOYSA-N
Q106029344	NMAOXADCTJAFFT-PJEZTNATSA-N
Q106029345	TXHIPUZLOILIIU-RAJZRIHCSA-N
Q106029348	ZHVSXWCIYWYBQP-QJRAZLAKSA-N
Q106029349	FQUVPTVNRMUOPO-UPQKDGGNSA-N
Q106029350	TXHIPUZLOILIIU-MJYWSMEFSA-N
Q106029352	JQANLPZXPZFWFL-LGTGAQBVSA-N
Q106029353	FTWYAEHEAFBKQR-IBYPIGCZSA-N
Q106029354	CEPUVBUZIGYDKM-MBABXSBOSA-N
Q106029356	NEMXEZCVUJCXDQ-PCXBEVNGSA-N
Q106029359	XAKJNQLDKZLAKM-ZDQMOETHSA-N
Q106029360	JEISZCQAXYJJOO-FQEVSTJZSA-N
Q106029361	LHRFRIVIYPFULZ-QMMMGPOBSA-N
Q106029364	XJODGRWDFZVTKW-UHFFFAOYSA-N
Q106029367	AKRSAXOGLJEIEZ-WDSKDSINSA-N
Q106029372	OKZTWSCTVDMBGE-NSHDSACASA-N
Q106029377	ILRYLPWNYFXEMH-ROLXFIACSA-N
Q106029380	KKXXOATYFASSQO-FHQJQLBYSA-N
Q106029381	HODZDDDNGRLGSI-UHFFFAOYSA-N
Q106029395	PXEORARDVWCTHU-LURJTMIESA-N
Q106029396	GQHFWCNTONFLGX-NSHDSACASA-N
Q106029397	OTUHTIDAACSDJD-DHPKYIKISA-N
Q106029408	ILXTZIAPBIBHND-LURJTMIESA-N
Q106029410	MXNRLFUSFKVQSK-QMMMGPOBSA-N
Q106029413	GDFAOVXKHJXLEI-UHFFFAOYSA-N
Q106029417	KJEBLXJLLPGXTE-UHFFFAOYSA-N
Q106029428	ISXAJCKCTSMILF-UHFFFAOYSA-N
Q106029432	YRKLGWOHYXIKSF-UHFFFAOYSA-N
Q106029436	WBPJNGNLQDHVDT-PJEZTNATSA-N
Q106029444	LOTUQOZXADVRRI-YFKPBYRVSA-N
Q106029449	WRJHFONZFGRUSU-YMYPMQQFSA-N
Q106029451	ABIUNMKWKGIZDY-VHNNSRNBSA-N
Q106029452	OXGZETUPCROIDN-MGBAONRBSA-N
Q106029456	ABUCWBYLNFOFEI-UGLSNKNVSA-N
Q106029458	CSYKKUPVQHFOBC-FJXNLOIUSA-N
Q106029459	QJFAABXOMYWNGP-DYYZXQNHSA-N
Q106029461	AZEGJHGXTSUPPG-UHFFFAOYSA-N
Q106029463	OBXMQPZPFUXHDL-FQPCFBMWSA-N
Q106029465	BUGQHORRADGONS-UHFFFAOYSA-N
Q106029470	FUOZUQXXOVQAMJ-ZANAJQNJSA-N
Q106029474	JDTWZSUNGHMMJM-IYSWYEEDSA-N
Q106029475	PDJHDVCMHSOQTA-JIAPQDDQSA-N
Q106029494	HNGPZFLHRXCYGZ-UHFFFAOYSA-N
Q106029496	FLABMTVDNODXQV-UHFFFAOYSA-O
Q106029497	GAQKATHBUOPGIM-UHFFFAOYSA-N
Q106029500	MLNAECTVQFEWFD-UHFFFAOYSA-N
Q106029505	LJNDQMBPIQGDNB-UHFFFAOYSA-N
Q106029508	WASZXVMLVDQNDE-UHFFFAOYSA-N
Q106029511	BVCXOEIOBRWZCA-UHFFFAOYSA-N
Q106029588	WCWLOZYNRVLFOG-SDBHATRESA-N
Q106029591	YAOAMZOGXBMLFQ-UHFFFAOYSA-N
Q106029595	JKWCRVALNYLVDP-UHFFFAOYSA-N
Q106029597	UDCNQEVZQDDVEY-UHFFFAOYSA-N
Q106029600	AVBZFRJEUYWRRB-UHFFFAOYSA-N
Q106029605	LBHLFPGPEGDCJG-HNNXBMFYSA-N
Q106029607	WTDDCUXJNCBBKI-DJLDLDEBSA-N
Q106029608	NKYAAYKKNSYIIW-XVFCMESISA-N
Q106029609	NHAMBLRUUJAFOY-UHFFFAOYSA-N
Q106029612	HUMHYXGDUOGHTG-WSYCWNNLSA-N
Q106029613	OEMMSBBXHGIOBY-XVSWBYCPSA-N
Q106029617	FJGXDMQHNYEUHI-BHKGJTDZSA-N
Q106029623	FAUWIMMVQOTIIW-JTEHTDJHSA-N
Q106029626	YSVQUZOHQULZQP-KJLFPFIESA-N
Q106029629	RHRBGZFBMBSLRL-JTEGOSHOSA-N
Q106029633	MCRWIHVHOLDIFL-UHFFFAOYSA-N
Q106029635	YSVQUZOHQULZQP-SIOJDHHLSA-N
Q106029636	HSDGDISMODBEAN-UPOFGPJLSA-N
Q106029638	DGLVASJKYCTLGR-QAHWYCSRSA-N
Q106029639	BGFQBPLLFWLCBB-ZOWUKKRWSA-N
Q106029640	PGPRBNDLCZQUST-UHFFFAOYSA-N
Q106029647	NJZHEQOUHLZCOX-UHFFFAOYSA-N
Q106029656	DRHKJLXJIQTDTD-HNNXBMFYSA-N
Q106029658	LWANFAFTTOKZAX-QGZVFWFLSA-N
Q106029660	WGOUDWYOCIOVMG-UHFFFAOYSA-N
Q106029664	PFPKIQYPGNSSKT-UHFFFAOYSA-N
Q106029666	UUOJIACWOAYWEZ-SFHVURJKSA-N
Q106029667	IUFUITYPUYMIHI-GFCCVEGCSA-N
Q106029670	AJBHTYKMNQDUAA-UHFFFAOYSA-N
Q106029677	VSXRMURGJRAOCU-UHFFFAOYSA-N
Q106029678	VSXRMURGJRAOCU-MRXNPFEDSA-N
Q106029683	CMWOCHXOAOFYCY-HOTGVXAUSA-N
Q106029685	WIKWOGJGVQUVBW-UHFFFAOYSA-N
Q106029688	LRRQWIPDTKWZCZ-UHFFFAOYSA-N
Q106029698	JABSKGQQWUDVRU-UHFFFAOYSA-O
Q106029700	RBSZCNOWHDHRFZ-JPAZAREGSA-N
Q106029701	GQRPJUIKGLHLLN-VSTHTWNCSA-N
Q106029704	GPKLKIFNFCDMHE-KYSNEVMMSA-N
Q106029705	MDFCJNFOINXVSU-SQZQQIIISA-N
Q106029710	LECNCQMNELYLCY-XRJCHECESA-N
Q106029713	RBXVKQIMYZTQER-ZXXLSYNSSA-N
Q106029722	GIQXQZKTWHFVAB-YVLLADMLSA-N
Q106029724	RMTPAMODVDZQGC-HIQZRIJHSA-N
Q106029725	WLZGBUHDZWPQMM-NBDNSDISSA-N
Q106029728	WRNMBFWQBKEBIX-UHFFFAOYSA-N
Q106029731	LGEIPBYULZCRGR-UHFFFAOYSA-N
Q106029732	NAORWVQLZFUIRD-LBTDBDNISA-N
Q106029740	ZALYCGKBKHHGAF-UHFFFAOYSA-N
Q106029746	PXUIZULXJVRBPC-SANMLTNESA-N
Q106029747	PXUIZULXJVRBPC-AREMUKBSSA-N
Q106029749	YPELFRMCRYSPKZ-INIZCTEOSA-N
Q106029750	XSOLDPYUICCHJX-UZUDEGBHSA-N
Q106029752	XSOLDPYUICCHJX-QQXJNSDFSA-N
Q106029754	XSOLDPYUICCHJX-SYCKBGHMSA-N
Q106029761	QIEYQUYASMRRHE-KTKRTIGZSA-N
Q106029763	JPTLXYYSWLLUOV-KTWWJORASA-N
Q106029771	CPEWEHPVNDUAHM-HTRCEHHLSA-N
Q106029772	DGUQXKKDZHTKIE-HTRCEHHLSA-N
Q106029788	DFVPCNAMNAPBCX-LTGWCKQJSA-N
Q106029792	UAQFAHXMXOCEAD-UHFFFAOYSA-N
Q106029795	HOSHJSFGXZIFCZ-RKDXNWHRSA-O
Q106029796	KGPYBLOBHQLIET-OAHLLOKOSA-N
Q106029799	AZSUJBAOTYNFDE-FNORWQNLSA-N
Q106029806	RCRSVHSRIMHUKO-JUVIALTQSA-N
Q106029807	ZVQOOHYFBIDMTQ-LWESTGQBSA-N
Q106029809	ZVQOOHYFBIDMTQ-VIIUKITBSA-N
Q106029822	BYJAJQGCMSBKPB-SCSAIBSYSA-N
Q106029830	ONSMNPXHEJVOQJ-UHFFFAOYSA-N
Q106029841	RFPBVNUWLBNQSQ-GQBJTHPJSA-N
Q106029847	FQCFWIOKSPCNFW-UHFFFAOYSA-N
Q106029851	LBXHRAWDUMTPSE-AOOOYVTPSA-N
Q106029854	RGHMGBPAVUBPSD-UHFFFAOYSA-N
Q106029857	PASKIAZVROHUGZ-UHFFFAOYSA-N
Q106029871	XFKILBWXYVCNFF-ZWWRZYQRSA-N
Q106029878	AQPUOWMWVSBUSI-UHFFFAOYSA-N
Q106029888	ARLAWMCEVZUXEY-UHFFFAOYSA-N
Q106029891	HRHBRUPGUDLQIF-UHFFFAOYSA-N
Q106029893	WEKBGFBWJOHXKR-UHFFFAOYSA-N
Q106029894	SPWRYOLIHBGOFN-UHFFFAOYSA-N
Q106029897	COXWPCPYWFBNJH-UHFFFAOYSA-N
Q106029898	CYVRFZMFCIXKPO-UHFFFAOYSA-N
Q106029899	OYDCCWNLILCHDJ-ZZXKWVIFSA-N
Q106029917	GSARWNMTBKHGPX-JJYFQBDTSA-N
Q106029925	HZYBOVULEFNGST-DUMRFVASSA-N
Q106029929	YJLGXSZPKLDHAX-FGNJDDESSA-N
Q106029943	GDSVRHJOLJWZDW-AQIYUBHHSA-N
Q106029944	CWZZTNWMCUCMGA-CYAONYJRSA-N
Q106029953	PTKPGKZFSBTMGP-QHNPANPUSA-N
Q106029955	KQQAPNPSKKRXKB-GKMIMHJWSA-N
Q106029958	ALHQVWMGDDOQDZ-MIPSCPIWSA-N
Q106029964	KKASKZNTKCSWIE-WRYGGDNPSA-N
Q106029965	MOLVVGJWGRUFCL-UKDWXMTBSA-N
Q106029968	CFPOLWWRURFPOA-UDKVBWOBSA-N
Q106029974	HHLVIYCUGRFFGQ-DPHMKQMHSA-N
Q106029981	XPOHDUXJYBKJGT-KRAHZTDDSA-N
Q106029982	KDPQLHFUGUMOJL-LPHOMBEVSA-N
Q106029987	IEPFYAVDKRAVEO-GTLGWLBUSA-N
Q106029992	YYVLJHDJCHDHGI-CWKAUSEASA-N
Q106029995	DKWXNKIZPGGLKL-ITKYWCSTSA-N
Q106029996	YBZFGRCJAVCJQZ-VSZGWIAHSA-N
Q106030007	HYRSALCAGYOCTO-TXYBRGFCSA-N
Q106030010	ZECUIZJBHZXZGM-SDPFPJKFSA-N
Q106030011	UEGLWNNWNNNLJR-BWNJJMEXSA-N
Q106030014	GIKSHIUQXWDSBN-KZRQBITQSA-N
Q106030018	FWCAHCHAKICFIX-HIUYBGSYSA-N
Q106030019	KRFRMFUYSBHOTA-VGJVGDDUSA-N
Q106030020	YYINQXJYCFYYKE-CHCYTSQNSA-N
Q106030028	NTMMYALXQBBJDF-LODBTCKLSA-N
Q106030029	QLTWLNIGPMYBGJ-NXYODELNSA-N
Q106030032	IYSOGZMXTXLBGK-IGBVQBHASA-N
Q106030033	YYINQXJYCFYYKE-FJSBWOFQSA-N
Q106030060	IMSLLYDTKHOZTG-LGGYMBHOSA-N
Q106030066	ZGOQRIDRVYVINO-RJCGMSJPSA-N
Q106030071	AJVMTEZZAGMJNI-TVJIDCFYSA-N
Q106030077	JZLFQOAWTHXMMM-VKAQPCRESA-N
Q106030078	KMVUJBZHYMNYRC-VFMGNAJVSA-N
Q106030083	VTXPSJWIQFDBEW-JOCUQWOYSA-N
Q106030090	VOBMDUFOLZPCHG-NLWDVNAJSA-N
Q106030094	NVRBJHIMZRONMR-BXABXRFWSA-N
Q106030098	INSVBLODZVAGRZ-VYWMPBODSA-N
Q106030100	LUPDDIFQRGIRQF-WRYGGDNPSA-N
Q106030102	RPAXUAJPDIENRH-IRTFGHRUSA-N
Q106030114	NQTHTCUEEUUUHA-WXFWLNMJSA-N
Q106030116	OZASRTFGPPNVQO-UJSBIPJMSA-N
Q106030123	PELDEZRUGFTVNW-NLWDVNAJSA-N
Q106030128	KBFYYFYYXLMMRV-NSUYGGBGSA-N
Q106030139	SUMZPIQDNSBIDK-XQMNMFAASA-N
Q106030145	FGFMGLCOZBAQRP-YIYQTJMYSA-N
Q106030147	FLMZHBPYKKFCGY-BSGWHXQDSA-N
Q106030149	BAQCCDGAAKVPPE-FASWSSDNSA-N
Q106030152	PDFNRAQBFMEUIU-OZLQVENZSA-N
Q106030162	QZESTVZLSYKXQZ-FUBKETROSA-N
Q106030168	AROOZNOSIGGRTJ-TZNFJVJMSA-N
Q106030170	WNVMSVDUONVMLV-PKCWBBQUSA-N
Q106030171	MGFGLVYWIBQGQC-BZOJDFQOSA-N
Q106030176	MEYNKRPRPBOPQX-IJVFCAKDSA-N
Q106030177	PDFNRAQBFMEUIU-NDWKLEPYSA-N
Q106030181	UXQUWQSADVWDJR-DAMGYJCRSA-N
Q106030187	NLCLQLKQHHNUAD-UENBAWBJSA-N
Q106030189	CFPOLWWRURFPOA-OQDAOTKMSA-N
Q106030196	OHJKXVLJWUPWQG-LBHZARMCSA-N
Q106030197	KLKQTPYOYKOVJE-XEWZJVERSA-N
Q106030203	KWYNDVHEQWYGIL-YSZCXEEOSA-N
Q106030206	LSQGWMYMIHQKSA-PKGCTGQPSA-N
Q106030207	MMHKTOGFTDNQOU-QDUMAPLTSA-N
Q106030208	ZMITXKRGXGRMKS-BNSUEQOYSA-N
Q106030210	QZIGLSSUDXBTLJ-QGPAGSFOSA-N
Q106030212	KUIJPSLAGAQZTC-UHFFFAOYSA-N
Q106030213	PQMCQNOVNFNPFJ-HYIMLASBSA-N
Q106030216	SVSJADIUUOOBST-NUHJPDEHSA-N
Q106030217	DTZHMTDUIGHESZ-UHFFFAOYSA-N
Q106030218	WUTWKLGSMFCXAH-UHFFFAOYSA-N
Q106030219	ZJGMUQGWZOJOAO-VDWFBKDDSA-N
Q106030220	OZJLEDRUBLSXFE-RPBSFSNWSA-N
Q106030221	NEHFRILYYHJEFJ-GDLZYMKVSA-N
Q106030222	ZCXRIDHJRROVJY-VGHPCWFHSA-N
Q106030223	HNECGPFIYSOYHF-FLRLBIABSA-N
Q106030224	GXOBNDAJNVBERI-BGZCIIMLSA-N
Q106030230	CFWSLGHHXNWYGD-VXSGSMIHSA-N
Q106030235	ZAJCGLLYKRCJSZ-VXSGSMIHSA-N
Q106030237	VFRROHXSMXFLSN-KCDKBNATSA-N
Q106030238	CGFHKULNQXYGGI-DGPNFKTASA-N
Q106030239	IGWCSVFNNDSUBK-WFOXJJRZSA-N
Q106030241	AONILRCSLAIOQE-LSUSWQKBSA-N
Q106030247	KPFLALOLAYOJLY-OEGPVOQTSA-N
Q106030251	DABYNUYNLLSQQV-QROUSYAVSA-N
Q106030252	DUXMITADCRRTKI-REQADMJUSA-N
Q106030253	URZYEVFFDFMJGU-BEVXJUHISA-N
Q106030254	GGOBJYLDOQWHDT-TWQBTYDKSA-N
Q106030255	KJGXHAKCKWIECY-FMNMLSRDSA-N
Q106030257	KECDKXTVBMMQTC-FZQSAGNESA-N
Q106030259	YTGXPYMXYISPEB-OYTCJBBASA-N
Q106030261	OSGWCUXYFMVTPH-MPVICIIESA-N
Q106030266	KCYAHSOGWAZYJF-UEMWZVKSSA-N
Q106030268	VDAITPNJZVEIAO-KUFUXVTLSA-N
Q106030272	OVBGFRQBFVNBFL-PMDCUQHOSA-N
Q106030273	PQDFXIRPSAHPRP-DCLPJPSESA-N
Q106030279	FWPHMBHGUDAPRV-XGGCCDIMSA-N
Q106030282	VKJHFPCCYROAEH-KMIJOLQASA-N
Q106030283	QVMHSWYPRSCCHY-ZVRLPPNOSA-N
Q106030296	FMJJHBYFPWVAAF-WUNWMFABSA-N
Q106030297	JUPAQFRKPHPXLD-MRQAMEQYSA-N
Q106030304	VLQMJDKLPNKZNA-FUEUKBNZSA-N
Q106030309	RKNHJBVBFHDXGR-MRUDJCSFSA-N
Q106030361	XRKODJJSPSPDGM-UMMCILCDSA-N
Q106030368	FUUMLYWEEZBCQR-FMASKQBNSA-N
Q106030369	DZOGQXKQLXAPND-HHKCBAECSA-N
Q106030378	WADQQVAMGZIDFQ-IKGTUSEWSA-N
Q106030381	XTZSKDGCELJMAX-RVJRVLLYSA-N
Q106030386	WWQJSDGLIOUTDO-GREVBHIJSA-N
Q106030390	SQDXCPZTBNALNT-UGFUFHNVSA-N
Q106030393	CQPYIKWKFJPPPF-FQCUSEDMSA-N
Q106030394	DOFFBOQYBHAFST-CIFWIKEZSA-N
Q106030399	OCKPZMQBXZGDPS-VJTMLPNJSA-N
Q106030407	LKJRXYMJDDAXEN-LZLHAIBVSA-N
Q106030418	DGZMFCXXQXIQKW-CRCOQUFZSA-N
Q106030419	JZMVGKUGUWBISQ-BWTMDTOGSA-N
Q106030423	XZNFCHBDPWUZBV-FOOVOVSXSA-N
Q106030428	YZDPOFSXUGXIOV-LOSJGSFVSA-N
Q106030429	JSKJPUCKVIJTKI-PNHFMCTPSA-N
Q106030430	IQCRPCJDPOCRDZ-VQTJNVASSA-N
Q106030431	VEEHTGYBVMTAAF-RFFZIGDUSA-N
Q106030433	FQQQKGAFQIIGLQ-RXWKEIDKSA-N
Q106030436	UJUVFUFXJONDDC-XSZXJSRZSA-N
Q106030438	FKUKFDBBDBZQON-CILQWCOCSA-N
Q106030440	YWQDMMFQDDLESQ-NXVRDOABSA-N
Q106030445	FQTYRSQSTFTQLP-QAURVSIOSA-N
Q106030455	UOXRPRZMAROFPH-OAOCPRPWSA-N
Q106030458	PLUDEAUQZKPAIN-UHFFFAOYSA-M
Q106030459	QZWRRRIWSQHKCZ-ZYUZMQFOSA-O
Q106030460	KAWCHOIDVYCQHC-ZYUZMQFOSA-O
Q106030463	ALIWKEBIEDUSIU-ZYUZMQFOSA-O
Q106030466	YHHSPPDBQDMAPZ-XPWFQUROSA-N
Q106030474	XPIWJCQKSXFPJI-WXUBNNCZSA-N
Q106030488	SBPSVLLDDYOPDZ-UHFFFAOYSA-N
Q106030489	YCHNXNZRJSWRAB-UHFFFAOYSA-N
Q106030491	HZBVGTOHTXEKRS-UHFFFAOYSA-M
Q106030500	CQPVSZQGAGLFKM-NLDZOOGBSA-N
Q106030502	CTSZRDMRQMEDBU-UHFFFAOYSA-M
Q106030511	GZLMELQOAMERAR-YWSBASDZSA-N
Q106030513	JJQBVPYDSQKTFY-RGMHKOGASA-N
Q106030518	OBMKNHGTYMWONF-UHFFFAOYSA-N
Q106030519	HAKPEUOAOGGSPC-UHFFFAOYSA-N
Q106030520	IABKEDDTDTWWRF-UHFFFAOYSA-N
Q106030521	QXHXPVGZJVKQTH-XNFYSYIQSA-N
Q106030528	UAKAZEQUWPXSOS-UHFFFAOYSA-N
Q106030531	XHTOIFCGKIBYRK-IHWYPQMZSA-N
Q106030533	JXKHIJZYDXHNSW-UHFFFAOYSA-N
Q106030534	VUPFPVOJLPTJQS-UHFFFAOYSA-N
Q106030535	BYCFJYNUBNQNIY-UHFFFAOYSA-N
Q106030537	VPVSTMAPERLKKM-XIXRPRMCSA-N
Q106030539	PRLVTUNWOQKEAI-UHFFFAOYSA-N
Q106030541	SAGFYRGTZFFXNC-UHFFFAOYSA-N
Q106030544	WOPFPAIGRGHWAQ-UHFFFAOYSA-N
Q106030551	SQVRNKJHWKZAKO-YRMXFSIDSA-N
Q106030555	NFMNIRJTVILQPB-GNBSTMEYSA-N
Q106030561	ARFQJPSHMFTBIY-BQBUPSDLSA-N
Q106030572	FTXHMBAGOBNRPN-LURJTMIESA-N
Q106030579	KYHIBHBAGIIQOF-KSXIZUIISA-N
Q106030583	LQJBPXWAODRRSI-NRLVBLIQSA-N
Q106030585	BJARJTXSNPSJPZ-QQLIWMRESA-N
Q106030589	BPCLKHIDDIVGBM-HQBUBJCFSA-N
Q106030593	AHYLVPBUHILXME-IGBVQBHASA-N
Q106030595	VQUZNVATTCZTQO-PZGQECOJSA-N
Q106030598	MSFSPUZXLOGKHJ-GLPGPYIRSA-N
Q106030599	SOARVSUSWULNDI-TVVSKHENSA-N
Q106030609	CZGFLAQOJPXVRV-SQFONMOTSA-N
Q106030610	FQYGGFDZJFIDPU-PHEYUCJMSA-N
Q106030615	GIQXKAXWRLHLDD-VYACWCJYSA-N
Q106030618	BZPOQLONXBJGAZ-WSPRJJCZSA-N
Q106030619	RQQPJTROOXJOLQ-IBWLQHGESA-N
Q106030620	RYOQRDXVFJRWFJ-VIVSZJOJSA-N
Q106030646	MPHAZAPYEZYBRV-UOPHVPOOSA-N
Q106030647	KGLMKAPOVXBIJB-AKIQRXPNSA-N
Q106030652	ABFZMYIIUREPLL-ASWJIRIHSA-N
Q106030656	JNGIOHRDWMHQEK-HGRMZGSSSA-N
Q106030660	DRQCEMNCLABGIH-DYGTULSWSA-N
Q106030688	VQJIPERBRVAXHC-SXFAUFNYSA-N
Q106030692	UGZWTXLNQDTBED-GIGWFZNDSA-N
Q106030697	MVHQMCYYWJOUQD-JJINHPHOSA-N
Q106030698	ILKGMXULMYCOMF-NTVYDSBRSA-N
Q106030705	CSXHBOWVVRKTOB-XYOJOZHDSA-N
Q106030717	GPOAVBQIYNXVEA-JOJUGDBLSA-N
Q106030718	MEKWLWHELUEYHS-VGGMDSHUSA-N
Q106030723	HCZNPUHZYPPINM-UHFFFAOYSA-N
Q106030724	HURXYEZMLXEXLD-UHFFFAOYSA-N
Q106030725	LGHSPFLCTVHXKX-UHFFFAOYSA-N
Q106030727	DNDGAXCRSZUFJX-CTJLGXJESA-N
Q106030733	KIZLLNDCILYOHF-MWMQRPIDSA-N
Q106030736	JXSVJXYXGSVLBX-JFOWMLKRSA-N
Q106030740	FZMHXGJFJAGPOM-FFMPBLCFSA-N
Q106030745	RIEIOIGHWAFSDT-KJSJDBQTSA-N
Q106030746	IDOBCXSIRCLJKQ-RLDUHINCSA-N
Q106030750	MQHHBGQOSALIJV-HDBOBKCLSA-N
Q106030753	SKEFIZUMXOYBHZ-DINNNAKWSA-N
Q106030754	BLMYOYXBAKSCTQ-NZRHIPRWSA-N
Q106030757	DQWHBRCKOXYCIY-SUZUCAOPSA-N
Q106030762	RXIWRIRPTSKUTD-BFJDPXHSSA-N
Q106030771	BDPASYIZEHXBLJ-SLYLSTMUSA-N
Q106030773	SNMLDULQFHAZRC-RQDJVNCUSA-N
Q106030775	WLPNRZCQBKEKIH-QGINQLESSA-N
Q106030777	ZCUCZYYSYGKQQV-VQHFJEIZSA-N
Q106030781	ZMECGTOWDUDJOX-YOFLLLADSA-N
Q106030782	GCMHFZXSFGXOEE-GBHBHWIUSA-N
Q106030784	FLPBJVOYHZWCLM-DAEKEIETSA-N
Q106030786	SNOJCYCOPNIGIK-ULETYAGTSA-N
Q106030790	KFEUJDWYNGMDBV-NMVBVQPTSA-N
Q106030803	SZTCNEFCDPPBEG-ZBELOFFLSA-N
Q106030811	ASOANYACTYMGJF-FXPWOQNGSA-N
Q106038216	IPYCWOHZMSWDKW-IHHUEJJTSA-N
Q106038217	MGSDFCKWGHNUSM-ONQZTPFESA-N
Q106038223	LDUMOFSHQMRLPF-MTHAOJFLSA-N
Q106038225	CRTJRHPGCOAOQC-QWAACVMYSA-N
Q106038226	GECIUGOCRPPCRA-JSKBFGBKSA-N
Q106038227	OVEDXEYGRNHVJN-VBHHXNSBSA-N
Q106038237	CJOPBLPCFAQCNO-APVFGGNASA-N
Q106038248	QOITYCLKNIWNMP-YZNZJVQXSA-N
Q106038257	XGVLASATRUQFEI-GJGMMKECSA-N
Q106038258	YRSGVLKUPIDFEV-ZZVTUYAISA-N
Q106038265	UYGRYXWJTJIXNK-FOBDTGOYSA-N
Q106038272	HBQZBZNKLLIOSH-ODBQVQDTSA-N
Q106038293	ZNYQSCCJIAFAQX-PUUZRBPYSA-N
