Q120301784	PCVXFMVFELOBDV-OJWHMCDOSA-N
Q120303416	SINRJTDUUVWZTF-YACUFSJGSA-N
Q120303418	PMXZPEIQBWOTPL-HHHXNRCGSA-N
Q120303426	ISUWUEZOULAQMD-WQDQUKPRSA-N
Q120303428	HJDYJUQFSIJNGA-BGDNETPNSA-N
Q120303430	UCCSHQOAOHRIDB-MUUNZHRXSA-N
Q120303431	RBNQOFGDVZJUEQ-MUUNZHRXSA-N
Q120303438	MXCLZHQVHKZRSM-QSCHNALKSA-N
Q120303450	GNSZJQDOCBSIJN-GOSISDBHSA-N
Q120303453	BDCLOBVQLDSEOA-OAQYLSRUSA-N
Q120303457	QICNMHIIJYTPAM-GHUVJGFRSA-N
Q120303459	ZBOQHUSCQCEBGK-JLRCLJKCSA-N
Q120303461	ICPPVEDRGDADTQ-IZZMTCJOSA-N
Q120303464	KHBYFGSOHHSLQJ-PGUFJCEWSA-N
Q120303465	WYFHLWFHBVGJLH-PSXMRANNSA-N
Q120303468	YMBXMIQDISYIFB-IEHWZJNJSA-N
Q120303473	KORKHUXTXLZEOQ-GFRFCNOLSA-N
Q120303478	GJUPWUMENNOFNE-ZWSUCZCESA-N
Q120303480	LZBMUFNYOPHDTL-ZHMZGHMTSA-N
Q120303491	PIMGEVNLUDSHGL-JGGZRYCBSA-N
Q120303492	XEARCBSNHUZUFX-QJXAMRCTSA-N
Q120303494	AARXMRRIHQKKME-DEQAVREKSA-N
Q120303499	VHLHDGWYOSJUCV-KXQOOQHDSA-N
Q120303503	JAYJLDJDIZHIGU-DTKYWWSASA-N
Q120303505	VHKWWPPIMCFCOI-RRHRGVEJSA-N
Q120303507	WPIDNVQHGIQRBA-RHXVLPALSA-N
Q120303512	KQNGIYUVODHOJM-BNQAGZCGSA-N
Q120303519	GKKOTWSKEIRXDA-JUUDQZDJSA-N
Q120303521	IQGMAFMVIYAJCQ-WHZQUDHQSA-N
Q120303524	BNNZAZFGFZPEQX-USYZEHPZSA-N
Q120303526	DUFHLOYCCULXPH-GRXGZEFFSA-N
Q120303531	CWYKHICYXOTGKN-YACUFSJGSA-N
Q120303532	ZTFYTOOYBUJHIM-LDLOPFEMSA-N
Q120303534	BRRCBCJYWUPJQU-RRHRGVEJSA-N
Q120303543	RWFAPZYAGQJTLU-GCRXRFCISA-N
Q120303547	OGZFLEXUILHMQP-USYZEHPZSA-N
Q120303549	SZGPFZUEONKDNC-NBTXLFQMSA-N
Q120303553	FJHUSOLWXAPDEY-WBVITSLISA-N
Q120303561	LOQZYNPIYWRRIP-CJJPFGIKSA-N
Q120303564	IXTPFVGINJHUNS-YACUFSJGSA-N
Q120303566	DHBNLJVVESYMEQ-ZEFNTAAXSA-N
Q120303568	OZQMKPUQMDJPII-QZNUWAOFSA-N
Q120303572	UCPNZZOESNZZQY-DTRJYZOJSA-N
Q120303578	DOCKGXUQHKFUDF-QSCHNALKSA-N
Q120303580	CMUBJJYJAQLOOD-XSOFIKLRSA-N
Q120303586	XKPLZICHJPNOFR-WIEGMJJDSA-N
Q120303596	VTSFZGCXFALJSV-FYAZAUILSA-N
Q120303613	MULVVBYNDZRKPA-XCZWIQLXSA-N
Q120303625	GGOZGVRQDWXUCH-SJLUARHESA-N
Q120303639	KDUHPMVKMKVSNJ-HWZZGRHZSA-N
Q120303641	QIBAIVDYGYNLNU-PXOIRPRXSA-N
Q120303647	RMEZSZVJIYBBIJ-MWXRYAQWSA-N
Q120303650	ZUJMOGQAXDIANT-WBXWDXDJSA-N
Q120303652	RVVIIUDDUQISTE-XLPIDCJYSA-N
Q120303656	KGJDOLHCHNEGBQ-DZGZMTAISA-N
Q120303661	ZGOGLUJRGBOVEK-IIKIFWEUSA-N
Q120303664	MNOGOEJZCHBAEJ-JFIBFRCHSA-N
Q120303668	CUOTVFFFIQQTPV-LXPPMADSSA-N
Q120303672	SWWXTMWKIUVGCD-OBOHFHHVSA-N
Q120303683	SIVRBPVVVWDXBZ-WOKVYGJPSA-N
Q120303685	JTGWLDIBNOVBAO-FFYHKPHCSA-N
Q120303702	YMQWMWYMLSUPHY-DZGZMTAISA-N
Q120303704	AUJPSGPJXHJCOB-BLBHSMCFSA-N
Q120303707	YECSIRALDAYFCD-IGJYQBRWSA-N
Q120303710	TYJBKVADMXZIRD-FCQDNJPKSA-N
Q120303712	HCBLXOORGBFPGF-PHHYKNGOSA-N
Q120303715	PYVYDRMXPDZRIS-OYTPVKAVSA-N
Q120303716	UKRIEFNIIJDCIQ-AZRNAUBQSA-N
Q120303718	LCJQCBKHKOGASA-PPVSADBKSA-N
Q120303721	FKMPXOIFOMUSIR-DRXVJJSWSA-N
Q120303723	HAUOVKKYZIZSBI-FFYHKPHCSA-N
Q120303726	AWDKHLRDVTYPRP-SUCXLRAGSA-N
Q120303730	IAVIYOOCANBIJO-DZWPKMMWSA-N
Q120303732	QUSDYMYZGNKBRR-SHODKSNWSA-N
Q120303738	KHRZGFWBSJFUSB-DZGZMTAISA-N
Q120303740	XGCQYAJLNQSJPI-IIKIFWEUSA-N
Q120303742	JHVXXRHCUUDINM-CSBPFUAUSA-N
Q120303747	HCJXFOSKFCNDSA-WYHGUCKWSA-N
Q120303750	VJLIPCRZQXFBOZ-CESBNGMCSA-N
Q120303755	VSDMIHBQDWSLQW-JDSUKRDLSA-N
Q120303759	NFFNEYFXCZICLL-ZUELBQRLSA-N
Q120303763	ULNPTIISMTUQGO-YJHBCDFVSA-N
Q120303765	CEUQNNDLLOKTLB-HHWJWRIBSA-N
Q120303766	LOVPQLVHNUDWRI-PEGMNDKWSA-N
Q120303768	YBAWRTXSGVIIDX-KZTXOVTKSA-N
Q120303775	YAYWUPVKPFYSRB-LNJOXPBWSA-N
Q120303777	AVAKCOSTJXQQLK-SPACVREBSA-N
Q120303779	UDGXAPIFDUKKQW-TYUUBNAISA-N
Q120303780	ROHHAJQOOYUWAR-AVKOHSTLSA-N
Q120303782	UWNFEVACEPZILS-RNNLSGHUSA-N
Q120303784	XYEFBZWZKDHDHK-QEMRSRFUSA-N
Q120303789	XZLIQKAAADYDDU-SMXHJUKLSA-N
Q120303791	KJYBTJHDRFTCEC-VZOVHYSDSA-N
Q120303794	NLEDXBSUDVLSEN-UFFJXODHSA-N
Q120303796	PBCGCYPCACHPOW-DLKGOUNDSA-N
Q120303803	MBRHHFWRXQYYAN-JEPFLRBFSA-N
Q120303815	AGNLISHIUKMJPX-NHZIYRRHSA-N
Q120303817	ZVGXPYSQQQYZBI-NHZIYRRHSA-N
Q120303822	YWILQZMMAROEQS-MQIAJVHNSA-N
Q120303834	GJTDRNFWIDPARY-GTPZACKGSA-N
Q120303837	XZZSYDYWLNENCT-MUUNZHRXSA-N
Q120303838	UIINDYGXBHJQHX-GDLZYMKVSA-N
Q120303840	YYZULYFULDDFDM-SNVBAGLBSA-N
Q120303843	RGIOGDXWJBHLCU-CQSZACIVSA-N
Q120303854	LXHJYOQXXHUOHA-UPTOSOBMSA-N
Q120303857	UQKHQGLDMCRPFS-SNVBAGLBSA-N
Q120303859	SMXIWOJKKJRNEB-SNVBAGLBSA-N
Q120303861	AXIALKQETDKBNO-LLVKDONJSA-N
Q120303866	MYMVJSVDPWLZNA-CYBMUJFWSA-N
Q120303875	SUCJIOBGMPMVBJ-MZMPXXGTSA-N
Q120303886	DNYZTHZOYQPAPM-BMAUTABQSA-N
Q120303888	CALSYPDGGJMMDZ-KRWDZBQOSA-N
Q120303891	PPXKEQMZYFQYCJ-HSZRJFAPSA-N
Q120303894	HQRBTQCLRRUGMR-RUZDIDTESA-N
Q120303898	XPESREFDQRQDRB-HHHXNRCGSA-N
Q120303909	PLQWZMJRHVARFU-NFPSEPLVSA-N
Q120303912	GZGHIJOEOOMFMM-MUUNZHRXSA-N
Q120303919	AAFONNYQRYRPOU-APQDCOLYSA-N
Q120303939	OYMWPFGOIJUGDE-IIJBQYPZSA-N
Q120304027	DNXJUKUMSVLTIF-RSOWWTOTSA-N
Q120304088	VPUCPRSMACOXPB-WBVITSLISA-N
Q120304093	XHPZRQBHFOVLEJ-KQWVWJROSA-N
Q120304095	WRONUQDTUOMQML-DPTAKULKSA-N
Q120304097	LPXFOQGBESUDAX-KFVQOHGZSA-N
Q120304110	YYNNALSPFZYOOO-RRHRGVEJSA-N
Q120304111	YDPUFXKSFURURG-USYZEHPZSA-N
Q120304123	JTXNDNVMWQVFPP-HRECHVGGSA-N
Q120304124	YKTVMHWVXDZXEQ-HQGHLRICSA-N
Q120304133	NXYGWFGNBOVLJN-LLDSFBTISA-N
Q120304134	MDUJIPFQELYEQS-JGCGQSQUSA-N
Q120304136	YVWZCCCSHPPZRL-OVHUZXDGSA-N
Q120304140	MYHYHVRRGVDLHH-FLUNPBKGSA-N
Q120304142	QHMYCULCBPDQHX-RUOLEGLLSA-N
Q120304144	MRGBMROKFAMEML-RPZYTNQHSA-N
Q120304146	RSYARUVIVSLYPS-JUISVHGMSA-N
Q120304150	YHQVGLZTFWUKKH-UUWRZZSWSA-N
Q120304151	IBNVPQNXFDTSKS-ALNMSFLZSA-N
Q120304153	WZRIMDRLDYVSCD-PBYDCGJFSA-N
Q120304155	UYLZDMJSHIWILX-VRCDIROVSA-N
Q120304156	XJYJXGGJVCRAHA-HHJFGUBLSA-N
Q120304161	ZGXMBNNSOJZZFB-WFRXKPIESA-N
Q120304163	QTCFWJBZECMFRA-PSXMRANNSA-N
Q120304167	RPFLIISVDLXAHU-KQVASOIBSA-N
Q120304178	OVZPIMUZPHUIQT-OPIPOUMXSA-N
Q120304179	WNFMZXBGSIMPIS-JGCGQSQUSA-N
Q120304185	JWRHKXZBXQJLGO-GLOYYYSISA-N
Q120304191	KGELWHYJKFNWBU-VSSIUQMHSA-N
Q120304193	IMXXFTHEXDUWEB-MZTBMDAMSA-N
Q120304202	VRFLBKDYCLYNCT-QEJMHMKOSA-N
Q120304205	IWXDLCLJKFWDAC-VYFWNOCGSA-N
Q120304209	SKMFDKCSJXGVRA-PLULCWLJSA-N
Q120304211	CJFFJYJMPNXOJW-CBJJKDKWSA-N
Q120304213	LORCWCAFWLIZGE-KXQOOQHDSA-N
Q120304216	NDZIIJNXYISRGX-YWTUKGCKSA-N
Q120304217	UPHGQGQEXSZGMI-SLEUEIPZSA-N
Q120304225	KKYHRRVXUVMRJB-QPLOXXCYSA-N
Q120304228	BFMYRWSSWUIGFH-OGHHLXJMSA-N
Q120304231	CVEAMSIVRDDSIL-YFGVOLTDSA-N
Q120304241	OBFDDDRZTUFNNQ-PSXMRANNSA-N
Q120304247	RXKSKZZAOIRFLK-UQYDIMRYSA-N
Q120304253	LUWRLPMWDWDVAR-OZQCKNKTSA-N
Q120304254	OUEUPCHAIFZTKH-LSWZYRHBSA-N
Q120304257	KUPNWZACJRZMJD-SIOSMUJOSA-N
Q120304264	FGWIVUFUAVCXMN-HEDIVAJHSA-N
Q120304267	SUOCBQJZTPKWHX-PGKKXZESSA-N
Q120304270	WMEJXAXRPIUHBY-PMNXXRITSA-N
Q120304279	UYEQXFAWQWBGMR-PEDHGXIFSA-N
Q120304282	VKQDSNQKZVEWKI-ONRPYFMUSA-N
Q120304285	HGOCPWTXRYWCLU-YPZHICNLSA-N
Q120304287	LNSLMJAJCZTRJX-VCEJZXRASA-N
Q120304289	XDSMOXQHORVVGK-CTBOXKONSA-N
Q120304294	JSUYNJKAWQKHKU-YUOYCBLWSA-N
Q120304295	KKYYCRKKXHZGCD-BBKKEFMFSA-N
Q120304297	AYNWMJDMGYKDKY-RENWGTOJSA-N
Q120304298	KAXFTGHMFKKSLS-VSACUFDMSA-N
Q120304300	HLDSVLSCMIYWMM-CAPKZEEOSA-N
Q120304304	UALNVYZBISOVQV-DFQIBMCCSA-N
Q120304306	QEPGPOLSCPMSDZ-RGWCGLOOSA-N
Q120304308	WUDDUXUZWUAVKC-UGDGXCRESA-N
Q120304315	BSVQKPRGDPWRBO-IQEWKVFESA-N
Q120304318	PBGWDZYPGLKWSJ-FZJQUTTISA-N
Q120304326	ZNNBKAPBHPPFJO-SSEXGKCCSA-N
Q120304332	YPNVQNZJSHZCNV-HUIXSENASA-N
Q120304338	ADCNXGARWPJRBV-UVCQAILXSA-N
Q120304339	GWYYRAKVDNZTNO-XXMBNBOLSA-N
Q120304342	QYAFHHVSVPBLGQ-IUUYEROKSA-N
Q120304344	GVDFMUXASLGAJL-PQZRPTSLSA-N
Q120304347	GGEXLBGNWKHKIX-OUJJLNDXSA-N
Q120304363	MQYXRLOJMZSONC-RUFREIRGSA-N
Q120304382	ZUOSDGSPHKTWTC-VPKDSPBBSA-N
Q120304384	WIJRNOBSWIZHST-VBSWXDJFSA-N
Q120304388	ZLZNRKDNTMWJQB-OPIPOUMXSA-N
Q120304389	BCGWIDVBBOXIDK-OGHHLXJMSA-N
Q120304391	HHJWIOLGCJGCEG-PMNXXRITSA-N
Q120304393	LTZKFFXZLODJDW-RFCLTPLBSA-N
Q120304396	IDFPDDYONWABIH-CXCWZUHBSA-N
Q120304400	VCNXPZGXTUODHE-JWLMTKEBSA-N
Q120304403	AZPICDCJJOITIQ-RAUOLWIOSA-N
Q120304410	FBSZIOXRAYBBGW-GDVOPVSPSA-N
Q120304413	AOTUFPLBAWWONP-VMZGMEGFSA-N
Q120304416	GBXWBQZCOLRABT-LGUAADLVSA-N
Q120304423	MCKGFHJXGTVTMX-WCCXBCNRSA-N
Q120304425	CKMSRZQDOZNQNS-PKANKXGDSA-N
Q120304427	NTYJEMKAEOZSIT-GHGQKOEXSA-N
Q120304430	ZMHRRYPGEPQAHC-OMEPHTSYSA-N
Q120304431	HVHDKNLGVLDLIN-PRDQEFNWSA-N
Q120304433	VPTBZLKXKOXVJZ-XEZFABQNSA-N
Q120304435	SQWQAYMMJJXBGH-GBTHTAKPSA-N
Q120304443	RCBMTRPVNBQCHE-ANCBZYMGSA-N
Q120304445	SOJWAJHYKHSEMX-PEPNTOMSSA-N
Q120304451	HTOFKTVHGABHLP-OKOUAWACSA-N
Q120304455	ZVBIUJFBRKXTNT-DUDWQIJOSA-N
Q120304463	HPXWVIQKCPQWAO-XBEBLRSGSA-N
Q120304465	PKSYKNQBTGEXDW-IHQGFMLUSA-N
Q120304467	JKNRVUASURIXEH-YWTUKGCKSA-N
Q120304469	UDBXKKKIEXMSEA-XKKGNKCGSA-N
Q120304470	ZMXBOBJEFLWONB-RRHRGVEJSA-N
Q120304472	INYNPLWPMOAPKE-DWNNZWKSSA-N
Q120304474	OONVIPGPMOPRTM-PYPPRJKTSA-N
Q120304477	FNGLJQNZSXEYIG-LLDSFBTISA-N
Q120304483	ADLQHCPAMORLQC-AVKQKRQHSA-N
Q120304485	JGWOSDGVDXLUHY-HMDBOOPKSA-N
Q120304486	UOVVXDTWPXFSDP-NOLSVFIGSA-N
Q120304488	TYPGCEXMYTYQDE-JWLMTKEBSA-N
Q120304490	QHNWICFFSBJICC-JUOLSMOWSA-N
Q120304499	QVDZIJIZNBYIMJ-GRXHMSOISA-N
Q120304502	LUTADWBBHJXPTH-UHGNNPBBSA-N
Q120304509	BMBUWKNHXZNMFT-BVEGXQDJSA-N
Q120304512	XCZHCGOXFBCADO-GFPLNVHWSA-N
Q120304516	WCYWDSBANAFPOJ-JSHIBXJCSA-N
Q120304518	DWDUPRRUGYDGQF-QRMPNUHKSA-N
Q120304520	RPYIJSOTHVJLOR-HNNDRFCVSA-N
Q120304522	FRZXKSQGAKPAPK-XKDWLADFSA-N
Q120304525	MUVNPGYXOWHKRW-LEKKGRSHSA-N
Q120304526	LEBOQMHVVYOZDX-AFHBIVKPSA-N
Q120304531	XUUQFFVLEYTYES-MITQYPHISA-N
Q120304533	GVAQQTHOALBLLU-AEMPDOMJSA-N
Q120304549	HPHKBIBKNIIZJX-ZYODFBQNSA-N
Q120304554	SDVNIEVKUKQDTR-FHJINMDNSA-N
Q120304558	RGHGJBRSBNMAPN-CXXNIDJASA-N
Q120304559	RYZPJMBHFBHWCI-KDLFGSSSSA-N
Q120304567	JNZINHKNYKXFJX-DPTAKULKSA-N
Q120304569	FJJABKKCKHMFRD-QCFYSATCSA-N
Q120304571	QCYCLEPIRIFTQA-YIHXYWFXSA-N
Q120304574	YRRQJTQXWQBPQK-NQLOODGKSA-N
Q120304580	LGCZKKMWEYDXEJ-HUESYALOSA-N
Q120304584	QZLCFKDKEIAKLH-GZHHDXNOSA-N
Q120304589	JJJCPNSBOFTGOV-ILGKRYBBSA-N
Q120304592	JNEBPHGONWKBOC-YFGVOLTDSA-N
Q120304596	ZECNDSUCEILSEQ-LLFSEEBSSA-N
Q120304598	CKIMOCYRUBVLON-SFENZSGWSA-N
Q120304600	NXQPYYJITJHQIC-RAUOLWIOSA-N
Q120304602	STZSQXAKBIOPFK-HZVSPZAISA-N
Q120304604	YVZSBPKEFWMGRT-UYKOKAMASA-N
Q120304606	ZYBAZEJGOIQCDM-HTWJHTIYSA-N
Q120304609	WINNYFKDQRNHNT-WYRBGLKBSA-N
Q120304616	FHBGEAHDFKVQOS-YVMFURLGSA-N
Q120304618	INULJJWWIZWSAV-NGYPLWBCSA-N
Q120304622	GXBVDMVOYGKTIZ-MDSBFBGCSA-N
Q120304627	YJJGYWGJCVIYBD-JSLHZOBYSA-N
Q120304633	FUGOLECXRSCTDY-CUXNRXKXSA-N
Q120304635	ZCCDICVUABCLQJ-RGAHZLDVSA-N
Q120304642	GJSJWFMFMWVUCV-ZPHZWGKESA-N
Q120304644	LEGIAVMPBNIGMW-RFYNFLRRSA-N
Q120304646	JDXBKBPBMNWGQB-YIMGPMKWSA-N
Q120304648	XOUDAZVFABMKEQ-LUKCOFAOSA-N
Q120304649	CYBOSPWHXHLHKS-GWYTUMAFSA-N
Q120304651	YNTDYOHJTNVQOI-GLOYYYSISA-N
Q120304653	SANZCTXYMRKBBO-RYVCSKRXSA-N
Q120304656	UMYBVCJPKTWXGM-ONRPYFMUSA-N
Q120304661	WJNMUWNNFJIMBG-QKXMIXIJSA-N
Q120304663	HJSUKQQKHIYVGN-IHQGFMLUSA-N
Q120304668	ZUQDTXLVESFSGP-KHHNNJQISA-N
Q120304671	GZDICXOJOJMERQ-URBYTNCHSA-N
Q120304672	DEFPVERKZRHWLQ-MQIWRJBJSA-N
Q120304677	DMFOFWQWVCURAO-UIQFWYIJSA-N
Q120304679	NXYNUCRHAUKTRZ-NTIIFOSOSA-N
Q120304682	AFZXTEHTIGADNN-FXEHLHKKSA-N
Q120304684	ZNQCBKQTKUJCLJ-BKRJBHFCSA-N
Q120304686	RQTQHKBDEPCSDD-WTUORFMBSA-N
Q120304688	WRFSCXFSXGAIOD-BYFSXFOESA-N
Q120304690	UKSYBPGWUDGDNL-IAIBYNRZSA-N
Q120304692	HXTSKMKMPCVBTN-QRQSTYMGSA-N
Q120304701	VIKJGHSSVLQMFS-NVHHCKCESA-N
Q120304703	VNZSXELWMQMYRK-UEAFZKFQSA-N
Q120304706	AXIBOTRCHXDYPU-DSXPIDCCSA-N
Q120304708	XFUUHLAPWFSPOV-ZILDDRBBSA-N
Q120304711	UQJRRXOEJKMGJQ-NIFAQFKRSA-N
Q120304718	CIFUVBKEQYKNMK-PKAFBKPJSA-N
Q120304720	GLKTZWLMPCVLAJ-KXQOOQHDSA-N
Q120304722	CSGIGSOZYMYFOM-WYRBGLKBSA-N
Q120304724	UKFOWIKKFQJLCP-URBYTNCHSA-N
Q120304726	QTRPWCPOCGJHHW-QEVGDWJSSA-N
Q120304728	DCPDPBCUPLKQNQ-HPSODUDCSA-N
Q120304732	AHZWSXIVPHUMBV-DFGWVCPLSA-N
Q120304734	IXDQWVZAYQYZDJ-HUESYALOSA-N
Q120304737	MSKYQIIXNNIUSC-MHBLLLATSA-N
Q120304741	XOYRKGQBJPUBCY-ILGKRYBBSA-N
Q120304743	BLUJRMMBPROKPG-ALNMSFLZSA-N
Q120304747	WEFOBQMXZVVPCJ-UVCQAILXSA-N
Q120304749	HZPQFFIXCQBTGI-GDVOPVSPSA-N
Q120304751	NXPWVJBMFDJBSO-NPBIGWJUSA-N
Q120304753	ONRWCJHQRGLPDZ-VHQDNGOZSA-N
Q120304759	UMXDTECRBMWOSU-GPWDKVOISA-N
Q120304761	NQPXPQCQPMEMBK-VDLQPGGRSA-N
Q120304767	RGWPWGGERDDMEL-LMERDAGQSA-N
Q120304769	QHOVGHQEPGYPBR-XTVGXQPOSA-N
Q120304777	ZBXMPECKIUYWLS-FLUNPBKGSA-N
Q120304779	HKVWURVNSCAVRR-VSSIUQMHSA-N
Q120304784	KNKLCYXFITTYGQ-CTBOXKONSA-N
Q120304786	PYJBSHSCZBTUBJ-QYTRANCOSA-N
Q120304790	LGHHSOARZMNIGJ-DFCPKGTFSA-N
Q120304792	KKKVFUGDHLQAPM-YQIUVMGYSA-N
Q120304794	KSLRBOPTPMPDCB-IJFOMGINSA-N
Q120304800	ZKGZYXURTJFGJK-AVNRDTHESA-N
Q120304802	ZOXULAUECYWFFP-PDLBZXEASA-N
Q120304804	MSMKDOPUXDVLLC-NWBNQLOKSA-N
Q120304806	WCAYNWSRHMDUFR-ZWSUCZCESA-N
Q120304808	CDYXBDHAPUHFOT-RLSXRTNESA-N
Q120304810	DPTUTWFSXXDMEO-CNBLIUODSA-N
Q120304812	HTGZPJYPNOSQPJ-IHDWCTMISA-N
Q120304814	ZVMOCFAAUCJXQU-OOFVPZMUSA-N
Q120304819	AJTJVNKPLZTLHV-RJJHQZCFSA-N
Q120304821	XGZKAHSMYBIVQK-VSMMPPDLSA-N
Q120304823	AWMPXEWRQPAWIZ-JGIACTMPSA-N
Q120304826	HHVPHRLVNOCRAB-RFGIDFPTSA-N
Q120304830	FEABWDMFZNBFCT-KUVQHVNNSA-N
Q120304832	ASHKDGLQVDOIGA-RUOLEGLLSA-N
Q120304834	DVGCWJWWRZDKCT-MZTBMDAMSA-N
Q120304838	CSZFNWBJXZUOJL-AXZUTULOSA-N
Q120304840	FGSUWGIBFFVIBU-WXYHDSIISA-N
Q120304846	UUDSZBMTMYSASM-YIJAONSRSA-N
Q120304852	FNNLLXKKEQKWLI-YNANSYLQSA-N
Q120304854	HVDYTORIBLUETE-AFCCUTSCSA-N
Q120304858	BCFQSZJFFUKGGT-JAPIZEPDSA-N
Q120304863	USOOWDOOXARSIY-ZARBVEBHSA-N
Q120304866	LANJUVSPBFVKFF-WMODLPBSSA-N
Q120304868	HGWYNNCIXSKOCD-DDSUEHPFSA-N
Q120304870	QTCKLYZUOCPZHW-VRRHDPIQSA-N
Q120304872	PCKHTZYYWAQHBJ-LNQXFAROSA-N
Q120304874	JDMYIRPBIXAKJM-HCEMQMAESA-N
Q120304876	DKGGFNCTHDFZHW-ASALTCRTSA-N
Q120304878	MJTXLOUNFZEVMD-WBDYGFGLSA-N
Q120304880	RMCWBYVURJSZEU-WUWLLRFGSA-N
Q120304883	LAXOJOQXUPOBND-HSHOEZBASA-N
Q120304888	WTVPIEBDXDLBLZ-XLZAQUBQSA-N
Q120304892	BNZACXRQCJXJDD-SYMPELKQSA-N
Q120304894	WQSODBVVYDMVLH-OGIPIBKISA-N
Q120304896	GMXIUCLINHXQQD-VLLLCYRKSA-N
Q120304902	SXVGTJQXDQVLNX-RPZYTNQHSA-N
Q120304904	OMAZVDOUKKBIMW-VMYMYOFASA-N
Q120304906	SLZWJFKNMWXPQG-SPJWFKKYSA-N
Q120304910	YDFWANIGEBFERL-IUUYEROKSA-N
Q120304912	XSXFLUMCXCHVCL-LGUAADLVSA-N
Q120304914	CRKRLIRLVPHMPG-BVEGXQDJSA-N
Q120304916	DJDYSDWTEZKJAT-KDLFGSSSSA-N
Q120304918	IVFQYWKQQOOPAP-NGYPLWBCSA-N
Q120304920	BAVNOKQMLVXDTH-NTIIFOSOSA-N
Q120304922	NTINXHSINBZQGH-OLWDQJIWSA-N
Q120304924	VIVOIHQVZSMABQ-OWRFCLNLSA-N
Q120304926	WRGUUSWAJYAYFO-NTPITJSKSA-N
Q120304928	NMQRXCUENBTULJ-ZOXHCELYSA-N
Q120304931	QFVDVMMCZZTCHS-FBXROBATSA-N
Q120304933	LLELUTRTWOSNAA-AGPMIZRHSA-N
Q120304941	PIRHRBPWHDUAHE-ZJCFFPDTSA-N
Q120304953	XYEUCUFQLRMOJV-NGQNUNEHSA-N
Q120304955	HFWHJOLEJCSBHZ-NGLFSTTGSA-N
Q120304960	UMWOQTVSVNCURP-VFTHXXHWSA-N
Q120304964	JNMLRFRSKRFHKL-QPBWJCTOSA-N
Q120304975	FCRFLGDIBYZROC-FCDKFIKWSA-N
Q120304977	RHNPZYSPJNYCKQ-COAQNPCESA-N
Q120304979	AUBOWNBLQGRZET-CGJCSFBASA-N
Q120304981	PBOPVGIDQCTEPL-GMHWVZMWSA-N
Q120304989	NAFLWBAPXGJIEM-SCXJDJNESA-N
Q120304991	RJLKXIGLIOWPQJ-PMKWSVETSA-N
Q120304995	IHVJAYGLHCVTTN-BKPOPNNESA-N
Q120304999	PAACCHRPIRMOCE-DZCHCCCASA-N
Q120305001	LOVKENPUWMFUJV-XVIXSHTPSA-N
Q120305005	BCAWHBQEZZFGOK-FGCAYDHWSA-N
Q120305007	GSEMAEHMTNTKJO-FWHUNPCGSA-N
Q120305013	KBFCWQFXNVSFOD-NUGQXMORSA-N
Q120305017	LQTOTSOXAWVBCE-ZZIDIMOESA-N
Q120305021	AJSCMAKDRONKHY-SCXHJEMFSA-N
Q120305023	FISBFMKQZVQJLZ-HHXMUPGSSA-N
Q120305025	OTNVNCFIFZWXQW-QRNFJZDVSA-N
Q120305027	SHHJSVZOYMGZRP-DIDHFJMASA-N
Q120305029	QCCKXFCODQEYIW-CEGLHCBSSA-N
Q120305030	GMDSIUOTFMDNGA-VWOROPLVSA-N
Q120305035	HMUNESAIQZELST-AQPMPDAQSA-N
Q120305037	DQDAIXPCMNDLGF-SKXXZZILSA-N
Q120305040	HZHSCUDIKLJFPI-RENWGTOJSA-N
Q120305045	GLBMVRUCYQCKGC-GFPLNVHWSA-N
Q120305046	NTQDMSUPROZOEV-LDLOPFEMSA-N
Q120305049	NXLDNMJDXYRMTM-MGIDVFSBSA-N
Q120305053	FABHSSZZTSGZGF-FXEHLHKKSA-N
Q120305057	IEXMVEPNTXOSEP-VDLQPGGRSA-N
Q120305061	SBVNTISGMCSXLX-ZWSUCZCESA-N
Q120305074	UYBBSOPOJWJSFR-IYEJTHTFSA-N
Q120305076	NULXOHIDSIBURG-HUESYALOSA-N
Q120305078	BWERJWSATILQDA-HTDYWKJCSA-N
Q120305080	FMNJZWZZZSFWAM-GZHHDXNOSA-N
Q120305082	PTJYTNXPOIIRGH-ZMPQRUMSSA-N
Q120305084	DHBIVADINQRLKN-QYPKRWTPSA-N
Q120305087	XKIBDTAGTXJDSQ-VZUYHUTRSA-N
Q120305090	MXMPUDCWSMXMHY-USYZEHPZSA-N
Q120305093	ROSZLDBMLYIASL-DMKFJGBSSA-N
Q120305095	JQIWPPNWEMLHKL-LFJRERBHSA-N
Q120305097	VITOSVGJMSZUDA-WRIQGYDKSA-N
Q120305101	XZOBZHDYQANGIV-ALNMSFLZSA-N
Q120305103	FRVMGRXJASHDMF-QEJMHMKOSA-N
Q120305105	VPSNWSSYLBDPGU-UVCQAILXSA-N
Q120305106	INYHETRFUHJEAK-VSACUFDMSA-N
Q120305115	BERWUBMUYXYSAS-WCCXBCNRSA-N
Q120305117	CZWJKQAZBOIYIG-YWTUKGCKSA-N
Q120305119	WXBXMATZIZEIQT-JSHIBXJCSA-N
Q120305120	DQGTUPYOAWOAEW-DPTAKULKSA-N
Q120305127	UBFUSOOSEOXJSO-DFGWVCPLSA-N
Q120305129	NPKQGSCMJFNPKN-NLEYBKGJSA-N
Q120305139	KJECFTHDFFJPDP-SLHRHHANSA-N
