Q120310972	NHOVCGWYDMSFMH-FMECKOKGSA-N
Q120312691	MGCOSBZSSKOQOR-HBJUBMHUSA-N
Q120312697	CHLDMFKKCLAWKZ-CZWGOAJPSA-N
Q120312701	XEYMIBOUJRVPFY-GDAYGPEISA-N
Q120312702	DSSLARKCOKEORS-BOGITLEOSA-N
Q120312709	OMWIYJUNDAHAGO-NFGIUOACSA-N
Q120312712	SLMZPWURDILDNG-RRPNLBNLSA-N
Q120312714	XEIBLFIFGABXTL-IZZNHLLZSA-N
Q120312715	UBJZUYNJJSKNCQ-MTVYBJJPSA-N
Q120312718	AZCURGXIIHFART-RDJXZBMQSA-N
Q120312719	WVMGNTLVBBZPKS-FCHUYYIVSA-N
Q120312726	JQYVZBJAEMGICC-ZYHOBAKYSA-N
Q120312729	HZOWMFFMQBPFBK-IZZNHLLZSA-N
Q120312732	SWMIHWCPUTVGEX-JQDZGVMXSA-N
Q120312734	ZVJHBELSXHODKR-LWACLWBTSA-N
Q120312737	JJEPXEYYUADMMO-UBUYBAOQSA-N
Q120315849	LALGUHSIWLNTNW-ILFVSBPISA-N
Q120316198	PEXRQSSMRCDBAO-NWAGDNPJSA-N
Q120316232	MLBWOYIGPAJIRN-KJXYALEVSA-N
Q120319861	BLWZFAQEWKJMSQ-XCVQYDNVSA-N
Q120321385	VVGAYJMXBWDQLX-GDLZYMKVSA-N
Q120321770	ULMCWXSKECNYKU-RLPKAINDSA-N
Q120321776	SBSPRUUNBXNSSS-QBQOASDNSA-N
Q120321784	OKAZMNRBYMITJB-UTLWLCATSA-N
Q120321786	DBBDBZVYROKZER-CCNOWLMMSA-N
Q120321788	QQSRHKYPRNWYGO-MMMOWTGRSA-N
Q120321791	LSBIGYDEQHHENN-KEKAMVOHSA-N
Q120321794	QKMDSOZQUXAZOD-QBGGTIPBSA-N
Q120321796	JRPUFEJDUOFLKJ-ZIRFGIFISA-N
Q120321797	KBVMEDQHQZZMCV-RVQZTHKRSA-N
Q120321804	HDHFSHFUGURWRD-ZJUSDDGTSA-N
Q120321812	VZVLDHIEHMEZOC-PEPVRQSYSA-N
Q120321818	UYVFVTMZSVJHHD-KOJXWNQLSA-N
Q120321820	ALOBECCBIWORBR-QBQOASDNSA-N
Q120321821	WSVYKEAAQCZCIM-OLQPOVPYSA-N
Q120321823	PLXNNBDTZSZJJC-LSANEQIKSA-N
Q120321828	BYNXMAASZCNSIH-DOJGJLTGSA-N
Q120321834	XALKRJBJOZPEBN-MPVFTWOSSA-N
Q120321835	BPQKJRVLHXEGQX-HRFNLXICSA-N
Q120321838	RLYSMZKMLSAVDA-YNURERCLSA-N
Q120321839	SKCJJVCHSRSCLN-FLFKUHFJSA-N
Q120321842	OLCTYLMZTXKGKH-BBNWHMLASA-N
Q120321846	RTHPACPSVPHLAN-FHCBXFGQSA-N
Q120321866	KSDVXYAHZXLGDS-XSQXPFHXSA-N
Q120321868	WMIBCBLHUXDTKT-JTGQJZMRSA-N
Q120321869	BZKPZZCBZNVVMB-REFGTHLASA-N
Q120321872	AHLQLKDUCYXYLC-VAVNNBBDSA-N
Q120321875	OAYFHKCHTMNTLM-MZMPXXGTSA-N
Q120321878	LZSKMXWVALYCLG-CSLWLMPESA-N
Q120321886	SPXKINNONQHLLM-HSZRJFAPSA-N
Q120321888	DKFJPTBTSHHMCQ-MWRKSYAASA-N
Q120321903	SPWZKHQASBLBQR-LJSVLAKTSA-N
Q120321912	LBGSRVIXIVDRQM-OAXWQBPPSA-N
Q120321923	LNSJIYLHWFSCHJ-KDTSCQECSA-N
Q120321928	UXFVBRRGQACDSO-SQYJZSJHSA-N
Q120321929	HYFCNPYHPNEQPO-KHODPMNOSA-N
Q120321933	IUDFWBZUAYDMBQ-HLFOQYAOSA-N
Q120321938	NVZYGDVXBWQJIL-IUIJLXLSSA-N
Q120321940	WVDOHWYKALOKQE-IXMDCKDZSA-N
Q120321945	YGTROZKINQENJN-KTITVHPFSA-N
Q120321948	BVVLTQGBRRGUSO-UPEULKHSSA-N
Q120321952	MHYXVYIXSQNYAB-SROLQZIESA-N
Q120321955	ZAERJRCVOGRUTG-SQYJZSJHSA-N
Q120321960	ZPWRORASABBTDZ-VJVYKWLISA-N
Q120321961	UCNANHQXGCNEQG-SROLQZIESA-N
Q120321966	PUTRROHYSHYRRH-OKWIMINFSA-N
Q120321967	ZEXMKVRSHXLZMD-JTDLGHPOSA-N
Q120321970	UIWFIAVSCFCDJD-VJLFGQRYSA-N
Q120321971	QSSSMCXDGWQLTN-ZMLIYOKISA-N
Q120321973	AWNIPQZPYCOURM-SEOPUDTCSA-N
Q120321978	FJFNQADURXYENT-NTQFVZKBSA-N
Q120321986	NQSOVZLHEVOVSP-HLFOQYAOSA-N
Q120321989	FPNOEHIWWHPAII-OOOOKCHISA-N
Q120321991	DXVRUQLDGFVVRO-DFXUENRWSA-N
Q120321995	MHAQJVGWQGTVJR-RJFZYTPWSA-N
Q120322001	NMZOQUQBALSXGU-BBJSQZNJSA-N
Q120322005	VRCOLUBEARNJLG-OLEQJJKVSA-N
Q120322012	GRDUHQQYXHKCAH-CTUFLDJGSA-N
Q120322014	UOAMDLHONFQUPT-GDXZSKLFSA-N
Q120322017	ADVKLLKLSRQRFW-RUHZBPMPSA-N
Q120322019	FNQFQPIUANAWLC-IVQDROGGSA-N
Q120322022	AGIRYZAZXXFDEX-SYFLFQITSA-N
Q120322027	LCBFOWXMSSDRLJ-HXJQJGSVSA-N
Q120322028	BQWWERNQVCBKLI-IHFMKGPASA-N
Q120322033	NNZABCOMAWBETN-MZONCKCMSA-N
Q120322039	ZPHFETGCGQORSL-VENCYGLXSA-N
Q120322041	VZOALFDQOYJHJW-VJVYKWLISA-N
Q120322044	SMSRAEVFQCDYGM-UTPTUZLBSA-N
Q120322047	YABXUGSGRSLWGV-OGLSUNSISA-N
Q120322058	LURKIRCDEFGGLO-IFIZMWIMSA-N
Q120322061	IYCJMIKVMQTTSU-YDJKHNAOSA-N
Q120322062	ZYTABVHXTHZVJU-RJZIJKBPSA-N
Q120322068	RCNYCBNCZQEZLO-HMRIMOEUSA-N
Q120322069	ZESLMIMCTMCDJI-MFASVMLNSA-N
Q120322072	IKRRDIQDQMMTLY-SSPGZULISA-N
Q120322074	XPTIOGNUORNXIU-NPNQDSPYSA-N
Q120322079	DXZIPAGNBCGPCM-NFIHIGHOSA-N
Q120322083	KSDMJCCCAZMDQB-DPAFQIPISA-N
Q120322089	ZBYCILYYXUWDTO-BSYKVLCQSA-N
Q120322091	MQRSYBVGJHVNCI-OLPQOAMBSA-N
Q120322100	LNWHOVVEZOLNGL-MIYSDGRQSA-N
Q120322105	IDYMJGYPWNMDEM-SROLQZIESA-N
Q120322111	MIXKWTANCIJFTR-WOLIAUBVSA-N
Q120322112	UHINNAAEDUATOP-BTHJQLLNSA-N
Q120322114	FUPZFAZPZKBTJH-CKBLQCNVSA-N
Q120322120	ZWLMXDSSBYJFBX-TXXWRYSRSA-N
Q120322126	KGNBNHDZMSZPGY-SUDFDVBQSA-N
Q120322129	UVKQSZBEFXPLJG-ANRVGMDVSA-N
Q120322135	YYWWDCRPMZSIMG-TYGZTYOJSA-N
Q120322140	PLONMVDNVPUCFE-DLSDHOQLSA-N
Q120322145	NBEHROKQZJDUEV-PFWNMDRNSA-N
Q120322147	CEHOTBVAVKIFDE-KFVJTPPQSA-N
Q120322149	LUPCJOOJTWXTRX-RMOBCYILSA-N
Q120322151	GOQIACBXGNBELE-BUIGCRRISA-N
Q120322162	VZOALFDQOYJHJW-SSPGZULISA-N
Q120322166	XZGQPODGULONEV-KZCWQMDCSA-N
Q120322169	LUIMFUMBLJAVHH-TWEBNTAMSA-N
Q120322174	KYBIUINAKNYBTR-IVQDROGGSA-N
Q120322176	DLFDALDGJSHPRH-RBAQDIAKSA-N
Q120322184	IHSYBOSEQBOLHB-SSPGZULISA-N
Q120322188	VDYBQSWWAAGZLH-YDJKHNAOSA-N
Q120322189	GFQLTGZBLPSBHJ-TXXWRYSRSA-N
Q120322191	CUWMCGZODMUPEW-NFIHIGHOSA-N
Q120322193	ZRPHOJBLAHWPAB-LSVGIOKYSA-N
Q120322199	NHOHQBVTDVWLBP-MFASVMLNSA-N
Q120322203	YPAOLVLARRWFKJ-SXMKFZNESA-N
Q120322211	FVOWBXLTRAEWCV-DGUMJXIBSA-N
Q120322213	HIBKPCBVOJGRNI-CJSFDGEPSA-N
Q120322215	YQVBUGGLAOMYOS-MZONCKCMSA-N
Q120322217	DVJPVDMWYWFMLM-BSYKVLCQSA-N
Q120322219	BTXCAURPBDNXKU-RKBLQASKSA-N
Q120322225	LNSJIYLHWFSCHJ-UOCXOEGRSA-N
Q120322229	FUZQNIYCSTWCRK-CFXQYHFVSA-N
Q120322230	LNWHOVVEZOLNGL-AKOSXKCQSA-N
Q120322233	CDZREDJCDSWYJA-RXBVTRGHSA-N
Q120322235	ONUAZUKFBWXEGY-PANWHXGFSA-N
Q120322238	FZZLIVSAGOSYGN-LRZPUGLMSA-N
Q120322243	OKRJMXZOJQEMLS-CFXQYHFVSA-N
Q120322244	ZLDWIEDOFXZSDD-RMASNYQRSA-N
Q120322248	ORUSVNDMRDEFAZ-MNJGSETQSA-N
Q120322251	JTCXWHJHZSGEJX-AKOSXKCQSA-N
Q120322254	CNKGVKVCGMKYTR-YMFZLVCLSA-N
Q120322256	UDYACPAWNUZLAZ-MQHDNYDKSA-N
Q120322259	VJGKQOXGSGKXOT-NJDWCVODSA-N
Q120322260	FDQNZMYLNUNFFH-RIOOCLAOSA-N
Q120322262	KABZLQUDYDZYPV-BVEHSZMZSA-N
Q120322265	UCDOHEHTYYRSFL-PFWNMDRNSA-N
Q120322267	FPMZXLQFZPEGNH-GRZYJUHISA-N
Q120322269	IRQNGLSSHUWHNW-PBNXEMKSSA-N
Q120322273	RPRBQFGZJCZRKP-OLPQOAMBSA-N
Q120322275	FCZRRXJFBSULKW-XIZGKTIBSA-N
Q120322276	CIFPJCBAKZRQOB-HSZYLCNHSA-N
Q120322279	GMAAZAIKLQVWKY-UPIWJBFLSA-N
Q120322280	RRLSOHFXWLRDBR-NTQFVZKBSA-N
Q120322283	SMSRAEVFQCDYGM-KHODPMNOSA-N
Q120322284	SVCMIDRBTFKQHA-MGESFRPNSA-N
Q120322286	MJPDFBFPXQUTEO-HLFOQYAOSA-N
Q120322290	HIPHRGUIEMLVAI-HLFOQYAOSA-N
Q120322298	NJLBSENOASXKNV-LITSJWNLSA-N
Q120322302	BTYKYWFDFXJPRZ-VJVYKWLISA-N
Q120322303	UEHOZMDRLXJQNA-OGLSUNSISA-N
Q120322306	ICSASFCDXYFLQT-BPCLWMDUSA-N
Q120322312	SYAXPVZMPIDXOD-SROLQZIESA-N
Q120322314	AGMUJHZIBOCJIA-DFMJRYPOSA-N
Q120322316	XKIMNGVSKQFPEV-JMUJMRAYSA-N
Q120322318	PTRHXWXDHBAAKH-WOLIAUBVSA-N
Q120322324	BWBXETNXABSGPW-SYFLFQITSA-N
Q120322331	OLAVGDFGXOQGOK-XLQVUVMESA-N
Q120322333	YKWUBRPNWYONOE-UPIGKBJESA-N
Q120322335	LAKMTMSPIDVXHN-IQLJTGGZSA-N
Q120322337	UXFVBRRGQACDSO-DFXUENRWSA-N
Q120322339	OLHJPPJPLXBOIT-ARQKOWHBSA-N
Q120322342	IDYMJGYPWNMDEM-TYGZTYOJSA-N
Q120322344	KYBIUINAKNYBTR-HRXLSSNSSA-N
Q120322348	ZUFQQZQGIQRKQI-QNVABXLKSA-N
Q120322350	DBSVBEJTDNMFKN-LYIPOKJSSA-N
Q120322355	PVNBLAUIPZLHIX-YLDOMIGHSA-N
Q120322362	UOVVDFKOFHUAGB-NFIHIGHOSA-N
Q120322365	RQXHWYSSSCJYCY-UFGAZERTSA-N
Q120322366	ZRGGOYNXRGWEKW-LXNZCCBTSA-N
Q120322369	VYDKTRGBFXWUJZ-JPXUVKIYSA-N
Q120322375	ISRSKCDWSARRNV-HRXLSSNSSA-N
Q120322377	PQRMVPRUNWJWQB-KICFKXOMSA-N
Q120322378	ANHCHOBPXADMJF-ZDOGEGROSA-N
Q120322382	YNEBNSGNRGWPJL-UUNXCQEOSA-N
Q120322393	HYFCNPYHPNEQPO-UTPTUZLBSA-N
Q120322394	HYPRYGKPFAWVES-OHRUISCYSA-N
Q120322396	YABXUGSGRSLWGV-UWASSTIXSA-N
Q120322402	FZZLIVSAGOSYGN-MGBQASBVSA-N
Q120322404	ZUFQQZQGIQRKQI-RBAQDIAKSA-N
Q120322408	JZOBNWMSPSNIMD-ZDOGEGROSA-N
Q120322412	UCOZIOPDYXJADS-CMMGXHCLSA-N
Q120322413	GCVYKWJQCRUHHO-HLJAELGDSA-N
Q120322415	MXJOJIXCZMAOLW-FHMYPFIKSA-N
Q120322419	RQYHXWXRTOIOQI-NPZBACGNSA-N
Q120322420	RMNXQIUTQIPPMB-PKLXIFEXSA-N
Q120322427	ICYGVUSFFDRBAN-GMGNSVNHSA-N
Q120322429	VPXYOQVBHPSWGJ-QKCLYLGHSA-N
Q120322435	NTBDQDWKHOOFPU-NFIHIGHOSA-N
Q120322442	UPHUTSLPRXFQJM-TYOKZFRUSA-N
Q120322448	ZAFDCZWGSFBHLE-OEDILKHOSA-N
Q120322450	ONYPHUADYSGMNU-SKIHBYFNSA-N
Q120322451	KKZIEGPXPWDPPN-CENNHKTHSA-N
Q120322453	XXLRJGMHMYYYJD-OLRGSGOFSA-N
Q120322455	MHAQJVGWQGTVJR-DMBBWUNWSA-N
Q120322458	DDCGTQJZWMEEEN-LYIPOKJSSA-N
Q120322465	KKSIQRQROPFXHU-UKACAZDSSA-N
Q120322467	OWVGDPXBMIKDBW-JZSTVSTCSA-N
Q120322471	QLLURQHOGBWUII-VUEBLWDTSA-N
Q120322472	HRISVBMARIKRDK-TXXWRYSRSA-N
Q120322474	JPGXQVNKYSNBDU-JWJDHIRBSA-N
Q120322477	WJXDTFCCWUGZSZ-SQOJLNHVSA-N
Q120322480	JEUGEIPAPVTFJZ-QJCNJITASA-N
Q120322482	LCRLYEDSSCLYGG-NKVNVKLUSA-N
Q120322484	LSVCWQOIARAZJD-HYBOPBOGSA-N
Q120322496	LNHFDCVFZJJZDS-QKCLYLGHSA-N
Q120322499	GDHGZOYGARHGFC-ZPAQSCRJSA-N
Q120322500	DAMIBEAFPSHGAN-QEOAUDQNSA-N
Q120322505	XJSKMGDXCGNIMJ-PCRJMEQHSA-N
Q120322516	HFLMFTQFPTZWFQ-HRXLSSNSSA-N
Q120322526	OWVGDPXBMIKDBW-PIAWKAFUSA-N
Q120322530	OVBDUPOOHRDKDZ-OOPZLYHYSA-N
Q120322546	GHRAVXAIGILXAQ-QMYLPVAPSA-N
Q120322548	USOPAKQCZOLPFX-LJFSVLIASA-N
Q120322551	NYYPWGTUJSNQOF-CVDIYTIKSA-N
Q120322553	NNVUKBAABSBJTI-JFOWMUBHSA-N
Q120322558	BXTINTODKWHLCP-YRODWFQTSA-N
Q120322560	RWGDVOSOSPTZPC-JDJPQAHYSA-N
Q120322567	YGBQTMRAFMKLAW-YDMWVHGZSA-N
Q120322572	RWGVRYTVVLAUID-SUKLYNSKSA-N
Q120322578	GWXRANXSWWUOKP-VWVICMKNSA-N
Q120322580	NJLBSENOASXKNV-SUKLYNSKSA-N
Q120322587	KJCSTZHBLWNJQB-UTCQLPEXSA-N
Q120322590	UAGPRLSGGADANX-ZVBQEEGISA-N
Q120322597	CFCMAGBQCMEIKH-XJPGBBAZSA-N
Q120322598	AXSPLGQEOFLPHP-UDSQUTDRSA-N
Q120322599	QALPUNLRJYLEHS-IOOWSCHGSA-N
Q120322606	XLWJYPLADLQKPB-SBKWRZCSSA-N
Q120322612	LOCPNFRIGHSXLW-FFNIMDBISA-N
Q120322619	SPBTZELIRFESEX-HXYLFNSKSA-N
Q120322621	KTKOMTBIDOIXMH-LDXXXKLXSA-N
Q120322623	BIUSPWJGFCZQDO-PNRPFVAUSA-N
Q120322630	NMZOQUQBALSXGU-IUIJLXLSSA-N
Q120322633	UHINNAAEDUATOP-IXMDCKDZSA-N
Q120322635	IHSYBOSEQBOLHB-VJVYKWLISA-N
Q120322636	OKRJMXZOJQEMLS-JTGOWTDRSA-N
Q120322640	PVNBLAUIPZLHIX-AGIDXYNMSA-N
Q120322648	NMHPAERRRLMVEP-ATUXYMMGSA-N
Q120322653	LDLIANZFYHLHIT-YDJKHNAOSA-N
Q120322655	DDFRWVXKCFPPRH-RJZIJKBPSA-N
Q120322656	GRWCTXPNAPRJFS-CERAXSNXSA-N
Q120322658	XWKPSRFWDUSJKH-CKBLQCNVSA-N
Q120322659	ANTTZFFJZZAXFT-YMVUXRJYSA-N
Q120322662	HQCWPDWCJREOAU-TXXWRYSRSA-N
Q120322665	IGQNRJHLJGPMJQ-VJVYKWLISA-N
Q120322666	PDFJADBWZSSSAX-NPNQDSPYSA-N
Q120322670	OZKBLXHRZSDBMQ-NFIHIGHOSA-N
Q120322672	IMTANGQQUWWYTM-LSVGIOKYSA-N
Q120322676	UWAXSSGZLLRSCJ-ITACBVOJSA-N
Q120322677	CCJKZGDMJMLEOG-JMDQZGFMSA-N
Q120322682	PLOSTNANGBJEST-PGXVXNRSSA-N
Q120322684	NVZYGDVXBWQJIL-BBJSQZNJSA-N
Q120322685	WJTUKGISIIKXSO-YLDOMIGHSA-N
Q120322687	SMSNRJNKGNYFPD-CXGXMVLGSA-N
Q120322694	BTYKYWFDFXJPRZ-SSPGZULISA-N
Q120322697	GCVYKWJQCRUHHO-RIMRQQADSA-N
Q120322702	SMAZAMGFOOJTGX-OMYMWXNTSA-N
Q120322706	QKQPNOBYWQEQHC-HHXAUJSYSA-N
Q120322708	HTMDSBGLDRTFDV-IKJRBRSGSA-N
Q120322714	YRWYAZXNVFJYLC-KDWLYQCESA-N
Q120322715	BWJRNWKGMHDHNZ-NKXFQOPNSA-N
Q120322720	XWDZKICOVFZZOG-DCOISUKMSA-N
Q120322723	HUNZHTDADKYGEB-NMGMRHTPSA-N
Q120322730	FQAJNOOCKWZPSN-TYUIKVSMSA-N
Q120322731	CMSYZPVWRQEHCR-JLONKFAOSA-N
Q120322738	KQDJIIXZOIUXLF-HJENZMSKSA-N
Q120322740	KSVLBPJFSNAULJ-SCEKDTRZSA-N
Q120322741	RFKZQNLLNXKUHB-SUAFNQPBSA-N
Q120322743	NKHIQVBNPXRTOG-BFXZBNBHSA-N
Q120322749	MFDVAVHNNHDCJJ-ROFYDYNQSA-N
Q120322751	VDYBQSWWAAGZLH-JWAGKHONSA-N
Q120322755	UEHOZMDRLXJQNA-UWASSTIXSA-N
Q120322756	ALLKRZIEOMTOPX-CWXTWAMSSA-N
Q120322758	MXJOJIXCZMAOLW-JFVJOSLJSA-N
Q120322760	JPGXQVNKYSNBDU-HYQIRPQRSA-N
Q120322763	KSDNZZRNWTYRSL-IWHPRELNSA-N
Q120322764	JUNMAHCDPSQWFI-OUWPEZDYSA-N
Q120322768	HGIKPGJCIWRORL-QIYJSARISA-N
Q120322769	VMXRRPJTKVNUKY-PXGAPUHMSA-N
Q120322771	XBLIBCZFQFHARH-GWXDCXFVSA-N
Q120322775	HWEUSTZTLDFZJQ-YLCGHZPGSA-N
Q120322778	ABBYYPGQJRBTGA-VTANBYPHSA-N
Q120322780	IYNFJCHVNILYIP-SFSMVKKBSA-N
Q120322782	ZFFPAKBBFPDTRB-JWAGKHONSA-N
Q120322789	CTNPXHPHZFMWPC-RMRKVPEGSA-N
Q120322791	BANHFAFXVHQAPU-ZTDRPOAZSA-N
Q120322792	QPBPWRXHZQOFIP-LCJLODCNSA-N
Q120322795	VPOAWXGKVXETKW-RSABDOGSSA-N
Q120322799	WVDOHWYKALOKQE-BTHJQLLNSA-N
Q120322804	FVQCQPPFXBMZMP-BIZBFLLSSA-N
Q120322805	GFQLTGZBLPSBHJ-MGBVTLTGSA-N
Q120322820	TVTPTVYRUCPEEY-TWWLTOCISA-N
Q120322823	HGIKPGJCIWRORL-JYXOMHFHSA-N
Q120322824	NMHPIOUFIYKKCA-RLEAFQNKSA-N
Q120322827	MMJSVDRGUHBMRV-JNCUAUHJSA-N
Q120322835	CVUWWAUNJXINFI-NDAABQKUSA-N
Q120322839	OOZFXDOXEMDBOV-DCOISUKMSA-N
Q120322844	NRNMBSZNQYLYRL-HCOGYTMHSA-N
Q120322846	ZUELKOGLPGQRAZ-XNXMNXRGSA-N
Q120322848	YIUPIQFMLHGDEZ-WXZPNQRTSA-N
Q120322850	ZXBGJJDHGIFGNW-YQQRZJEUSA-N
Q120322854	VDJNNINFIZGKAB-QNSPZQIRSA-N
Q120322856	XHMJWTSBYHCPTR-SSPGZULISA-N
Q120322858	PGKPYTKMPKEJOT-OOPZLYHYSA-N
Q120322862	ZWLMXDSSBYJFBX-MGBVTLTGSA-N
Q120322863	CUWMCGZODMUPEW-DFMRUYDTSA-N
Q120322865	OMNWNAVBQRPQGG-QYTCVACASA-N
Q120322868	UOVVDFKOFHUAGB-DFMRUYDTSA-N
Q120322874	LTBIRUJXNAVYIO-WFNDUYBFSA-N
Q120322884	YPRZBCDOCVOEAW-FJFXNGHVSA-N
Q120322886	MDHLBIWLSVLURT-IUHKLWCSSA-N
Q120322887	BFFXUOYNIKGJCF-PBBKVRGRSA-N
Q120322889	VFDVJDWTHPRMRG-JBCKUFQDSA-N
Q120322890	VRPJLDMXKHCPKN-KEEOIKRGSA-N
Q120322896	FWQSSSSMNCTTQD-DFMRUYDTSA-N
Q120322898	QUUJPVBTFRBOJI-MJQZYMHRSA-N
Q120322902	NRFPGCCEFFKOBB-ZSKFMMGWSA-N
Q120322905	WBFWPEKKNUWUHP-ONDVFPGNSA-N
Q120322907	HRFAAVBMWWVQFO-FMQZQVBOSA-N
Q120322910	CFRQWRQBHPMOOZ-JWYASBJUSA-N
Q120322912	HJEUQRAZCYJXKL-CHZHOVPESA-N
Q120322921	YFTKDXJLWQIEGS-BAOWNCOXSA-N
Q120322923	ZVEGQHPAPLUQDP-MGBQASBVSA-N
Q120322924	XHEVWWGIAFSBJQ-ZRBDVXLHSA-N
Q120322930	DDFRWVXKCFPPRH-YXZOEPBGSA-N
Q120322933	XBLIBCZFQFHARH-ITGKPZLWSA-N
Q120322939	VYQHOSRSXVHMHA-YVURWKQWSA-N
Q120322949	FABOCBKZMMIWBQ-RBZMDZAVSA-N
Q120322950	RABTVZBZBMMUMT-PBDZMDAZSA-N
Q120322956	POIPMLXXTFLPHP-FNOPYGKCSA-N
Q120322959	PPKAHVSZBNYOIZ-KKOOPMGJSA-N
Q120322960	MYEPLSJVETWZKP-OWXYTXIYSA-N
Q120322962	NHPNTCPMCHFTIK-RJMHZUFISA-N
Q120322963	ZQKTWXASGPGAET-UKRGBZBMSA-N
Q120322965	POXGXGVCECEANK-ROGOMTCBSA-N
Q120322966	BEOFKDJVBVKXSE-HYTDIKJKSA-N
Q120322968	JCWDLLHZGPDRRC-IVVGROBTSA-N
Q120322969	YGTROZKINQENJN-JDVAIEAXSA-N
Q120322972	VKTCIPSZDYDADI-UPEULKHSSA-N
Q120322974	YWVIHZOVDVXYPV-AUQPNSDQSA-N
Q120322979	WKVJRYCDTOUHDJ-VJOWCGEYSA-N
Q120322985	JEUGEIPAPVTFJZ-GDXZSKLFSA-N
Q120322987	AXSPLGQEOFLPHP-RUHZBPMPSA-N
Q120322989	GRWCTXPNAPRJFS-UPEULKHSSA-N
Q120322995	JRHPDAUZPCPNKK-YMFZLVCLSA-N
Q120322996	PEJAESHNTNPOPM-QYJHZUEMSA-N
Q120322999	LRSGEGOMBAPEEA-CSNDORGWSA-N
Q120323002	ZSPMLUYVFASVDG-DLSDHOQLSA-N
Q120323004	CLGLQOQOULHFNE-SROLQZIESA-N
Q120323006	XBKNBCATXNOJRL-LEFSYRSLSA-N
Q120323007	HCQHYIQISQVZLS-MFASVMLNSA-N
Q120323009	CLYVIVQRXYBICO-DLSDHOQLSA-N
Q120323010	FVVFEBPPPONUAT-SXMKFZNESA-N
Q120323013	HAJHLUNYMSXGMM-NYUZSJMCSA-N
Q120323015	UGSIOCDFHZJOPS-WUJKCQROSA-N
Q120323019	OZTJVLWOCPRKBD-RQOCYTBNSA-N
Q120323020	KGLKYKXMXCEBBA-UGMDGXGOSA-N
Q120323028	ZEXMULBUYOERKW-YVGCIYPGSA-N
Q120323036	ZUSNHXUPVKTXPX-LTULAXSGSA-N
Q120323039	XWKPSRFWDUSJKH-GEDRIKOVSA-N
Q120323040	BWJRNWKGMHDHNZ-ALNIUPOISA-N
Q120323042	ARWSZDNQTQWQRH-YXUMWFGYSA-N
Q120323045	BFFXUOYNIKGJCF-TWSSQPOQSA-N
Q120323047	TVGGHXKZEXGDCU-NVEPSALXSA-N
Q120323049	XKZDBGZBWQVAEF-VARZBMSPSA-N
Q120323051	HECMEHWGFYWDHZ-PUODPZFISA-N
Q120323053	SIKMNHAEPCOJEA-YZPZVADRSA-N
Q120323057	SOFJEIJUZZBSAY-LTULAXSGSA-N
Q120323058	FDJYSIJHNCFSNQ-BFZLPJLNSA-N
Q120323061	ODJCAAUBAKSUGT-ITEYKFHFSA-N
Q120323064	YBADJHOXHUURFG-PBGSFKBBSA-N
Q120323068	PQHLOVBEKFMDSZ-DBGFQAENSA-N
Q120323072	PBWVITZPHIKBCK-LPMDLYDZSA-N
Q120323073	NZQWCMIFQNPFAQ-PIDYTPCLSA-N
Q120323075	BVVLTQGBRRGUSO-CERAXSNXSA-N
Q120323076	GRDUHQQYXHKCAH-JVIFSFFESA-N
Q120323079	JGJBTBMJMGGXHP-ZDHIVPPGSA-N
Q120323083	AGMUJHZIBOCJIA-OQMCNPMOSA-N
Q120323091	DXVYZPUWIRJIOM-OEVIDTRZSA-N
Q120323093	ANTTZFFJZZAXFT-ROFYDYNQSA-N
Q120323097	ZSHCJBUGXSAHFI-NGXMFSPMSA-N
Q120323105	LRSGEGOMBAPEEA-ZDHIVPPGSA-N
Q120323106	HECMEHWGFYWDHZ-KSNQWPOTSA-N
Q120323108	SUUFUECQWJPUFA-JISCGSKSSA-N
Q120323109	WSEKMBMSQDAXBT-YPLWIPPYSA-N
Q120323112	AYVGVUVRZRLDCW-NWXXYGNASA-N
Q120323115	RMZDMOSPZCUAKR-TWSSQPOQSA-N
Q120323117	JORJTQOTVJFPRG-FBOGPESUSA-N
Q120323122	AWCJGIFVGDDIEC-CTPQJHHYSA-N
Q120323126	OJLMZNGUFDLTFR-HCWNGUGASA-N
Q120323130	GXEOEGQXONKRNP-PKPXOUKISA-N
Q120323132	VIYBHEYIYBQAAL-VCHWRDFISA-N
Q120323134	PVVYGAWWSODRMD-JNKZWKOKSA-N
Q120323138	RCNYCBNCZQEZLO-KCSZOHDMSA-N
Q120323139	UVKQSZBEFXPLJG-QDFDZVSNSA-N
Q120323144	HMVNMFFPTUIVFK-BEWXWBSBSA-N
Q120323146	XKIMNGVSKQFPEV-JICMQTMVSA-N
Q120323151	GYGVBDDPVVKFRF-NGUWCYRSSA-N
Q120323154	ROUKESNFYHLIHW-HAFUNDNOSA-N
Q120323169	MPHJYCXQBOWGSN-BCTLCZNZSA-N
Q120323182	SYNXSZYAORKNPA-ONLKWBODSA-N
Q120323187	ZZDVEVLXSSKEGY-YVGCIYPGSA-N
Q120323189	ZESLMIMCTMCDJI-IUHKLWCSSA-N
Q120323203	VZSDCZOSOLQNMD-SSOQVUNSSA-N
Q120323206	QTCOITSNXDNTBZ-PRICWREBSA-N
Q120323209	ABBYYPGQJRBTGA-NESBLOORSA-N
Q120323214	ZTMZUSQBYMPCOK-LPBUKVSRSA-N
Q120323215	ZSPMLUYVFASVDG-AXADBFFQSA-N
Q120323250	PTRHXWXDHBAAKH-MSCSEJEPSA-N
