Q105286908	VINPUYZACTZLRR-ZDUSSCGKSA-N
Q105287652	VKCBFLWECIFSKY-NXSYQRQQSA-N
Q105287655	VKCBWKQXIOUPPP-OTJNBBMTSA-N
Q105287656	VKCBWKQXIOUPPP-UHFFFAOYSA-N
Q105287657	VKCCOEOAHBBHMM-RKQHYBNTSA-N
Q105287660	VKCCOEOAHBBHMM-XNHPCGPZSA-N
Q105287661	VKCGWMHGGUSMKL-CYMKESKFSA-N
Q105287662	VKCGWMHGGUSMKL-DPFSWFAKSA-N
Q105287663	VKCGWMHGGUSMKL-UHFFFAOYSA-N
Q105287664	VKCJWAYEGOUDLE-CRSSMBPESA-N
Q105287666	VKCJWAYEGOUDLE-UHFFFAOYSA-N
Q105287667	VKCQWMPTPFNVJM-HVVKACHFSA-N
Q105287670	VKCTYACKTCTDRG-BJJNNOASSA-N
Q105287671	VKCTYACKTCTDRG-UHFFFAOYSA-N
Q105287676	VKDBWLYSNXBRNO-UHFFFAOYSA-N
Q105287677	VKDLTOBGLOHARO-PXTPRPJSSA-N
Q105287680	VKDMMNZFFPVATI-LNVBJZNQSA-N
Q105287681	VKDMMNZFFPVATI-UHFFFAOYSA-N
Q105287682	VKDMMNZFFPVATI-YINWEJGLSA-N
Q105287683	VKDMMOFAMUXTQZ-RXUKZFTRSA-N
Q105287684	VKDMNNPYTXNZQZ-COKDONQUSA-N
Q105287687	VKDMNNPYTXNZQZ-YQRQKROXSA-N
Q105287688	VKDXHXWBOARFPD-AXEIZHLISA-N
Q105287690	VKDXHXWBOARFPD-UHFFFAOYSA-N
Q105287695	VKEAHNPKYMHYJJ-SDQQMIFASA-N
Q105287697	VKEASCJRSCDYCM-CIAPDQKKSA-N
Q105287698	VKEASCJRSCDYCM-UHFFFAOYSA-N
Q105287699	VKEAXIMFNWQZFA-YWLWZHKSSA-N
Q105287701	VKEFTHXEUHPKOZ-KKSFZXQISA-N
Q105287702	VKEFTHXEUHPKOZ-UHFFFAOYSA-N
Q105287705	VKEJICVSAPBAPT-OPHWSTTGSA-N
Q105287706	VKEJICVSAPBAPT-UHFFFAOYSA-N
Q105287708	VKEKGTDLIXNKKE-UHFFFAOYSA-N
Q105287709	VKFBLECEPCFLFD-UHFFFAOYSA-N
Q105287710	VKFBLECEPCFLFD-XHWNRRIESA-N
Q105287712	VKFBYVPUKNMLSC-LNOJOOMQSA-N
Q105287713	VKFBYVPUKNMLSC-UHFFFAOYSA-N
Q105287714	VKFBYVPUKNMLSC-XVIYFPLKSA-N
Q105287717	VKFLVDGYLNXCSO-UHFFFAOYSA-N
Q105287718	VKFQFGWXKKFZLB-UVHNTFQTSA-N
Q105287719	VKFYBVXBUHHZMW-HXWWIQRWSA-N
Q105287720	VKFYBVXBUHHZMW-ISSAZSKYSA-N
Q105287721	VKFYBVXBUHHZMW-ITJTUXTASA-N
Q105287722	VKFYBVXBUHHZMW-UHFFFAOYSA-N
Q105287725	VKFZVQCKAPPEFZ-NTCAYCPXSA-N
Q105287727	VKGHSSVUZZZABC-FUTAKVPZSA-N
Q105287730	VKGIGFQBOYWLHV-FYPLGXBPSA-N
Q105287731	VKGXBRHZFJRMOC-BCZIGNCTSA-N
Q105287732	VKGXBRHZFJRMOC-ICHRGYBYSA-N
Q105287733	VKGXBRHZFJRMOC-UHFFFAOYSA-N
Q105287736	VKGZCEJTCKHMRL-UHFFFAOYSA-N
Q105287737	VKHACZXOCHJKOR-AEAKGFMYSA-N
Q105287740	VKHACZXOCHJKOR-JPMDGQIOSA-N
Q105287741	VKHACZXOCHJKOR-UHFFFAOYSA-N
Q105287742	VKHANCMHYATJMZ-UHFFFAOYSA-N
Q105287743	VKHCUWUNVKZFBM-PNKWBUBPSA-N
Q105287745	VKHCUWUNVKZFBM-UHFFFAOYSA-N
Q105287747	VKHCUWUNVKZFBM-UZBOCFPVSA-N
Q105287749	VKHCUWUNVKZFBM-XFZICPFRSA-N
Q105287750	VKHDETPVJBOHTK-QFPNVKNWSA-N
Q105287753	VKHQBVXIXNZPGS-PLXWNWTRSA-N
Q105287754	VKHQBVXIXNZPGS-UHFFFAOYSA-N
Q105287758	VKHVHOSTRKKSBV-USBINNKZSA-N
Q105287759	VKHXJBYQANZNTG-SZHFHKCNSA-N
Q105287763	VKHZSJBPCYWANI-UHFFFAOYSA-N
Q105287764	VKHZSJBPCYWANI-XXZDZOCTSA-N
Q105287768	VKICMPRVQHZPRV-RTCRAJIBSA-N
Q105287769	VKICMPRVQHZPRV-UHFFFAOYSA-N
Q105287770	VKICMPRVQHZPRV-ULTYXNRESA-N
Q105287771	VKICMPRVQHZPRV-XGUXQMSSSA-N
Q105287773	VKIGEMQNRQJTHS-CQGUWYRNSA-N
Q105287774	VKIJOVXDKUKSCD-KEPSJGTLSA-N
Q105287776	VKIJOVXDKUKSCD-UHFFFAOYSA-N
Q105287778	VKIKVLXBRAXXRD-UHFFFAOYSA-N
Q105287782	VKILWIKFZQHLPU-BDWDCIJZSA-N
Q105287783	VKIRCURQURVPKO-QRWUPQEASA-N
Q105287784	VKIRISYSFIXHFV-MUFKZDFISA-N
Q105287790	VKIRISYSFIXHFV-YCVITYGUSA-N
Q105287792	VKIVNVHEEXIDMH-NCICSXJPSA-N
Q105287794	VKIYGVWPSWPZCK-YIMSWKSESA-N
Q105287795	VKIZUBUJNUDRII-TYNCELHUSA-N
Q105287796	VKJBSRVGGWUBNP-HOWSTPSFSA-N
Q105287798	VKJDYXCAVKUJHY-CJKPYVLXSA-N
Q105287802	VKJKBBJUKMCREH-KDNADUPVSA-N
Q105287804	VKJKDESBYIGYTF-LLVKDONJSA-N
Q105287805	VKJKDESBYIGYTF-UHFFFAOYSA-N
Q105287814	VKJLHZZPVLQJKG-PFWHZVOCSA-N
Q105287815	VKJLHZZPVLQJKG-UHFFFAOYSA-N
Q105287816	VKJPWICQEHYSDY-LBPRGKRZSA-N
Q105287818	VKJYKDHBQXUBKE-WCXNNLSISA-N
Q105287820	VKJYKDHBQXUBKE-ZAJDTJNFSA-N
Q105287821	VKKDEHWBBKSWQQ-UHFFFAOYSA-N
Q105287824	VKKJHXGCWDVDHA-VZTBDOQQSA-N
Q105287828	VKKJTFDSHDZOGR-SRXRYUQXSA-N
Q105287829	VKKJWCGEOAXSBO-JDXGNMNLSA-N
Q105287830	VKKJWCGEOAXSBO-UHFFFAOYSA-N
Q105287835	VKKYJXLQEGBUNY-KADJCCMJSA-N
Q105287840	VKLBSCHQOBWQJU-UHFFFAOYSA-N
Q105287841	VKLDPANNBYBEJT-QFAPHBMVSA-N
Q105287842	VKLGDLFSGNHXAV-VQTJNVASSA-N
Q105287844	VKLJBDNWQLCAND-NUPCQWBKSA-N
Q105287845	VKLJBDNWQLCAND-UHFFFAOYSA-N
Q105287846	VKLKRGLKYBVHLB-DCDDNHAVSA-N
Q105287850	VKLNEZVZWPYGAE-HOXNYJDOSA-N
Q105287852	VKLNEZVZWPYGAE-UHFFFAOYSA-N
Q105287853	VKLOXDKDHIKQPG-INIZCTEOSA-N
Q105287854	VKLOXDKDHIKQPG-UHFFFAOYSA-N
Q105287856	VKLPDVPDTDIJKC-POFHNINGSA-N
Q105287857	VKLPDVPDTDIJKC-UHFFFAOYSA-N
Q105287858	VKLXDXQNXFOOSQ-UHFFFAOYSA-N
Q105287859	VKMAFEOAGIZJDG-NKBHFVPJSA-N
Q105287864	VKMIKZMFCMZTKS-DCKYGJDOSA-N
Q105287866	VKMIKZMFCMZTKS-GHRYLNIYSA-N
Q105287870	VKMJXAJBUVITHN-MKYDSGFUSA-N
Q105287871	VKMJXAJBUVITHN-UHFFFAOYSA-N
Q105287873	VKMJXAJBUVITHN-VYQVXPTHSA-N
Q105287882	VKNCXLQLDARYKJ-YWAHNXEHSA-N
Q105287883	VKNJQJSHZVCRKD-ROILHZSKSA-N
Q105287886	VKNJQJSHZVCRKD-XCRDYSTJSA-N
Q105287887	VKNKNPXXDILXOC-AGHHOFFYSA-N
Q105287889	VKNKNPXXDILXOC-PIPMEXSNSA-N
Q105287891	VKNKNPXXDILXOC-RBDMOPTHSA-N
Q105287892	VKNKNPXXDILXOC-XJABCFGWSA-N
Q105287894	VKNRADZYHBOXMI-KMPGLCLVSA-N
Q105287895	VKNRADZYHBOXMI-UCJQBEBNSA-N
Q105287896	VKNRADZYHBOXMI-UHFFFAOYSA-N
Q105287897	VKNUHXUEPNYSDN-UHFFFAOYSA-N
Q105287900	VKOBTBGPXFPMMX-QYUFULEUSA-N
Q105287901	VKOBTBGPXFPMMX-RDKPZERASA-N
Q105287902	VKOBTBGPXFPMMX-UHFFFAOYSA-N
Q105287903	VKOBTBGPXFPMMX-YNYZZKJUSA-N
Q105287947	VKOGIGKSQGLZNY-RYYBZQDPSA-N
Q105287949	VKOGIGKSQGLZNY-TYDXBBDOSA-N
Q105287950	VKOGIGKSQGLZNY-UHFFFAOYSA-N
Q105287951	VKOGIGKSQGLZNY-VSONXHSHSA-N
Q105287953	VKOIZBBRXBRRDM-PACNFISLSA-N
Q105287954	VKOIZBBRXBRRDM-UHFFFAOYSA-N
Q105287955	VKOLPKBPPQVWIT-NXOAAHMSSA-N
Q105287957	VKOLPKBPPQVWIT-UHFFFAOYSA-N
Q105287959	VKOLPKBPPQVWIT-WCXIOVBPSA-N
Q105287978	VKPBFUJAJUKRSV-AYYXAYNBSA-N
Q105287979	VKPBFUJAJUKRSV-UHFFFAOYSA-N
Q105287981	VKPCNUJDGKJSIE-HUSRUCGJSA-N
Q105287982	VKPCNUJDGKJSIE-UHFFFAOYSA-N
Q105287983	VKPCNUJDGKJSIE-ZXUBVQPUSA-N
Q105287988	VKPQVXZRNYDKMV-UHFFFAOYSA-N
Q105288000	VKPVZFOUXUQJMW-LXIYXOSZSA-N
Q105288005	VKPVZFOUXUQJMW-UHFFFAOYSA-N
Q105288006	VKPVZFOUXUQJMW-ZJNRKIDTSA-N
Q105288011	VKQAORJORROYTN-SSEXGKCCSA-N
Q105288015	VKQIAFMFEISHPG-UHFFFAOYSA-N
Q105288017	VKQKDBFCGZFSCB-JTQLQIEISA-N
Q105288018	VKQRRWLLTOYXGE-PVRXDPTQSA-N
Q105288020	VKQSKJXXPPHWRG-CYBMUJFWSA-N
Q105288023	VKQWUKUZWDUHDH-HHDFWKNYSA-N
Q105288024	VKQWUKUZWDUHDH-UHFFFAOYSA-N
Q105288027	VKQYCACEEGWKOK-DJMFDDPJSA-N
Q105288029	VKRJUPIDWSWXJZ-HOQBHHMFSA-N
Q105288034	VKRJUPIDWSWXJZ-NPUYYSGSSA-N
Q105288039	VKROWFPXQDYCPA-UHFFFAOYSA-N
Q105288043	VKRYMBMEZLTVEX-UHFFFAOYSA-N
Q105288044	VKSCHBMXSQPJLX-UHFFFAOYSA-N
Q105288046	VKSKFMRCZHZMHZ-UHFFFAOYSA-N
Q105288047	VKSLXQCSSANJRO-UHFFFAOYSA-N
Q105288049	VKSQXENFIXPPPN-NSHDSACASA-N
Q105288050	VKSQXENFIXPPPN-UHFFFAOYSA-N
Q105288053	VKSREXJNZIANJD-ZDAXGADHSA-N
Q105288054	VKSRFTYLBOIWHF-UHFFFAOYSA-N
Q105288055	VKSRFTYLBOIWHF-XQSZPNSJSA-N
Q105288059	VKSVJJJVFPRTAL-UHFFFAOYSA-N
Q105288061	VKSVJJJVFPRTAL-XFNMEUKGSA-N
Q105288063	VKSWXZSFBSSEFC-AWEZNQCLSA-N
Q105288064	VKSWXZSFBSSEFC-CQSZACIVSA-N
Q105288065	VKSYURKNSQBGIF-NCCRCDFCSA-N
Q105288067	VKTJUSLRQGGFQY-ADTGPIDUSA-N
Q105288070	VKTLOEXWZVKMMV-UHFFFAOYSA-N
Q105288078	VKTOXAGUZWAECL-UHFFFAOYSA-N
Q105288079	VKTQBPNQGVOSBA-PRVCWMRLSA-N
Q105288081	VKTQBPNQGVOSBA-UHFFFAOYSA-N
Q105288082	VKTQBPNQGVOSBA-YRJGORBASA-N
Q105288088	VKUGPCLLDRDZLP-UHFFFAOYSA-N
Q105288089	VKUKIBXGSJGOCU-AEAASDAVSA-N
Q105288095	VKULUTKCTSMXPO-UHFFFAOYSA-N
Q105288096	VKUXLFCVHPEFNU-ZIDGVXMPSA-N
Q105288099	VKUXRLCJNXHDAW-UHFFFAOYSA-N
Q105288101	VKUXVDUAEAQCSK-BIOQLNPYSA-N
Q105288104	VKUXVDUAEAQCSK-UHFFFAOYSA-N
Q105288106	VKUYCCPIQATDME-UHFFFAOYSA-N
Q105288107	VKUYCCPIQATDME-YDHLFZDLSA-N
Q105288111	VKVBSQRURLRCHO-DLFVUESYSA-N
Q105288115	VKVBSQRURLRCHO-UHFFFAOYSA-N
Q105288116	VKVLIZXYYIZTGG-KURIVACZSA-N
Q105288117	VKVLIZXYYIZTGG-UHFFFAOYSA-N
Q105288119	VKVODVHJICFEHK-HEXHBIBGSA-N
Q105288120	VKVODVHJICFEHK-SWFYUNQYSA-N
Q105288122	VKVODVHJICFEHK-UHFFFAOYSA-N
Q105288125	VKVONEINAKWUDS-UHFFFAOYSA-N
Q105288127	VKVSQOIICDPVQR-PJQLUOCWSA-N
Q105288128	VKVSQOIICDPVQR-UHFFFAOYSA-N
Q105288129	VKVSSUJFHYCONL-VRRJBYJJSA-N
Q105288132	VKVWKJOINFYMQJ-UHFFFAOYSA-N
Q105288133	VKVWZVMINVDSAR-NCTXFZRASA-N
Q105288135	VKVWZVMINVDSAR-UHFFFAOYSA-N
Q105288136	VKVXQWRLMAZZEU-KEHFYABCSA-N
Q105288137	VKVXQWRLMAZZEU-UHFFFAOYSA-N
Q105288139	VKWAZWHXIDFFQT-QMMMGPOBSA-N
Q105288140	VKWAZWHXIDFFQT-UHFFFAOYSA-N
Q105288144	VKWFGJNPZKSIEL-UHFFFAOYSA-N
Q105288145	VKWLZGJSLIKARX-DPNBORGRSA-N
Q105288149	VKWMXDFMNSNJER-HEZIKDLRSA-N
Q105288150	VKWMXDFMNSNJER-UHFFFAOYSA-N
Q105288159	VKWNXJLVNFOOOS-XLRWHONJSA-N
Q105288161	VKWOWUKOWUJMKB-UHFFFAOYSA-N
Q105288163	VKWPHWWPBMZQKB-QUSIZRETSA-N
Q105288164	VKWPHWWPBMZQKB-UHFFFAOYSA-N
Q105288165	VKWPHWWPBMZQKB-UJJDTBAVSA-N
Q105288166	VKWQHTUJVRHXPL-CMQCCSGNSA-N
Q105288167	VKWQHTUJVRHXPL-UHFFFAOYSA-N
Q105288169	VKWTTYZSKBUTGI-UHFFFAOYSA-N
Q105288170	VKWTTYZSKBUTGI-URWOTSEESA-N
Q105288173	VKWURQVMXXDUDC-LBKKVMGCSA-N
Q105288174	VKWWFQHDXLAMGH-OCCSRTTBSA-N
Q105288175	VKWWFQHDXLAMGH-UHFFFAOYSA-N
Q105288177	VKWWKAFGUOEDMJ-UHFFFAOYSA-N
Q105288179	VKWZFIDWHLCPHJ-DKZWVQASSA-N
Q105288187	VKWZFIDWHLCPHJ-UHFFFAOYSA-N
Q105288188	VKWZFIDWHLCPHJ-ZLESDFJESA-N
Q105288189	VKWZFIDWHLCPHJ-ZRTHHSRSSA-N
Q105288192	VKWZSEIMQJBAON-JMBFNUQRSA-N
Q105288194	VKXCGTOIGZLMFH-UHFFFAOYSA-N
Q105288196	VKXKJAKIHGZXKX-OSQDELBUSA-N
Q105288197	VKXKJAKIHGZXKX-UHFFFAOYSA-N
Q105288202	VKXPFUZQXMQEDU-GORDUTHDSA-N
Q105288203	VKYKEEJSGSHATN-UWAPZCHRSA-N
Q105288204	VKYKPIJTOAOAIG-MPLKPFFPSA-N
Q105288205	VKYKPIJTOAOAIG-UHFFFAOYSA-N
Q105288206	VKYKPIJTOAOAIG-ULQVNCBJSA-N
Q105288207	VKYKSKXCKNSITK-UHFFFAOYSA-N
Q105288208	VKYKSKXCKNSITK-ZRIKKMCISA-N
Q105288210	VKYRQUNAQLLRJK-NKVSQWTQSA-N
Q105288212	VKYRQUNAQLLRJK-UHFFFAOYSA-N
Q105288213	VKYRQUNAQLLRJK-ZVBGSRNCSA-N
Q105288217	VKYWQQIUMKKPIN-UHFFFAOYSA-N
Q105288218	VKYWQQIUMKKPIN-UVAMQZEGSA-N
Q105288221	VKYZYTYFGUQBLS-QMUTUGEISA-N
Q105288223	VKYZYTYFGUQBLS-UHFFFAOYSA-N
Q105288224	VKZMFWBBVBIKET-GFMRDNFCSA-N
Q105288226	VKZPFWQDJJZRFN-UHFFFAOYSA-N
Q105288227	VKZWYFNUVFKUIX-PXNMIUTMSA-N
Q105288229	VKZYANGAHYJBJK-LJHJOZSSSA-N
Q105288230	VKZYANGAHYJBJK-UHFFFAOYSA-N
Q105288231	VLAANOKIZGGKIT-UHFFFAOYSA-N
Q105288232	VLALQAQKXXCOSP-HOGORSCESA-N
Q105288235	VLALYUCTTSXBPR-GTWYYQACSA-N
Q105288237	VLALYUCTTSXBPR-PJNMGURTSA-N
Q105288239	VLAZYPZGDJXPDY-JRMMIJPGSA-N
Q105288240	VLAZYPZGDJXPDY-UHFFFAOYSA-N
Q105288241	VLBAJBDZRVUUIE-XCKYQUDOSA-N
Q105288243	VLBDDAPSPVSZJW-GRCSMQSDSA-N
Q105288244	VLBFZFAVJXGAFU-RFPDRPGHSA-N
Q105288245	VLBMJAJQQGEDLZ-NZUILWFCSA-N
Q105288246	VLBNONAQDKTJCU-ITZSIPTMSA-N
Q105288248	VLBNONAQDKTJCU-YRJWOJNLSA-N
Q105288250	VLBPHZFRABGLFH-UHFFFAOYSA-N
Q105288259	VLBPIWYTPAXCFJ-XMMPIXPASA-O
Q105288263	VLCCEAXCRNFUDB-YNDJXNPESA-N
Q105288269	VLCHQFXSBHIBRV-KNNWKXJLSA-N
Q105288276	VLCHQFXSBHIBRV-NHUUMOAXSA-N
Q105288278	VLCHQFXSBHIBRV-NJPMDSMTSA-N
Q105288279	VLCHQFXSBHIBRV-UHFFFAOYSA-N
Q105288280	VLCHYVSJZMSSLR-OGMFBOKVSA-N
Q105288281	VLCHYVSJZMSSLR-UHFFFAOYSA-N
Q105288282	VLCIAVLHXXOWFZ-DNKMNHBFSA-N
Q105288286	VLCMAXYGZMNIMT-HFMLIDFKSA-N
Q105288288	VLCMAXYGZMNIMT-UHFFFAOYSA-N
Q105288290	VLCSIFSMIWUJKZ-CRNTUMJBSA-N
Q105288292	VLCUGIGKHWIPRQ-RCDKRZEWSA-N
Q105288293	VLCZSGQVAURTLQ-UHFFFAOYSA-N
Q105288294	VLCZUHYGPBECHU-OPFQSLALSA-N
Q105288297	VLDBXYBZWJAALF-UHFFFAOYSA-N
Q105288299	VLDCOHDFSSUUGT-UHFFFAOYSA-N
Q105288300	VLDCOHDFSSUUGT-XPXRSFDGSA-N
Q105288301	VLDDRJPEYZHZQG-UHFFFAOYSA-N
Q105288303	VLDJCNQOIAEWHD-UHFFFAOYSA-N
Q105288304	VLDNSSFDUTWSTR-JEESIERCSA-N
Q105288305	VLDNSSFDUTWSTR-PXGVQCMKSA-N
Q105288306	VLDNSSFDUTWSTR-UHFFFAOYSA-N
Q105288312	VLDOBKJPRUQEEC-UHFFFAOYSA-N
Q105288313	VLDOGFDAFSEYTM-YFNVFCEMSA-N
Q105288314	VLDPMNNSRDPUBG-IINGSRCSSA-N
Q105288315	VLDUIJLXHYAIPZ-LLVKDONJSA-N
Q105288316	VLDUIJLXHYAIPZ-UHFFFAOYSA-N
Q105288320	VLDVPDNIWBGIGV-ACHIHNKUSA-N
Q105288321	VLDVPDNIWBGIGV-CYZZXXEPSA-N
Q105288324	VLECVQIWMOLKCA-AZBJESKUSA-N
Q105288325	VLEFDDNUTAZBNP-KTKRTIGZSA-N
Q105288326	VLEFDDNUTAZBNP-UHFFFAOYSA-N
Q105288327	VLEGOHXWJBYWGY-UHFFFAOYSA-N
Q105288330	VLEMRNJNGITGCB-QSNWBFGMSA-N
Q105288331	VLEMRNJNGITGCB-UHFFFAOYSA-N
Q105288336	VLEUZFDZJKSGMX-UHFFFAOYSA-N
Q105288337	VLEXYJYNPNSQRM-UHFFFAOYSA-N
Q105288339	VLFARXJZJZUOGT-OLFFHJIZSA-N
Q105288340	VLFARXJZJZUOGT-OPNCVHMMSA-N
Q105288342	VLFARXJZJZUOGT-UHFFFAOYSA-N
Q105288343	VLFIBROLAXKPQK-DPRDWZRASA-N
Q105288344	VLFIBROLAXKPQK-PSZFZNCLSA-N
Q105288345	VLFIBROLAXKPQK-UHFFFAOYSA-N
Q105288346	VLFIBROLAXKPQK-ZZIZYRMTSA-N
Q105288348	VLFJWLVMFJQJEU-QHWINGBISA-N
Q105288354	VLFJWLVMFJQJEU-WOTHKKTRSA-N
Q105288355	VLFJWLVMFJQJEU-WTTPRZPTSA-N
Q105288356	VLFKNLZNDSEVBZ-UHFFFAOYSA-N
Q105288360	VLFRJRBSRCFKPU-UHFFFAOYSA-N
Q105288361	VLFUANNVMXKBPF-QUMVNEPESA-N
Q105288363	VLFUANNVMXKBPF-UHFFFAOYSA-N
Q105288365	VLFWVZNKJFXIER-RLLYISHSSA-N
Q105288366	VLFYHWVOQTYYFO-PEVLUNPASA-N
Q105288367	VLFYHWVOQTYYFO-UHFFFAOYSA-N
Q105288368	VLFYYOVMWNJQBE-KFRXLHHWSA-N
Q105288369	VLFZRTCMEIPKAG-DWHNULMMSA-N
Q105288375	VLGBAULWTGGZGW-MUUNZHRXSA-N
Q105288377	VLGRNQGKSPLWPJ-UHFFFAOYSA-N
Q105288381	VLGRWXYRKYWRPX-ACCGBCAYSA-N
Q105288384	VLGRWXYRKYWRPX-FFCXAGQXSA-N
Q105288392	VLGRWXYRKYWRPX-UHFFFAOYSA-N
Q105288396	VLGWWDSHLSYKKP-QHNYOMBNSA-N
Q105288399	VLHBUZAIJRNMNL-UCYWBDRESA-N
Q105288401	VLHHDCPLZKAFIF-SEQHCROOSA-N
Q105288402	VLHJLAXFZKSXCJ-RTWAWAEBSA-N
Q105288403	VLHNUUYSBSLFOK-HCYRXJPGSA-N
Q105288405	VLHNUUYSBSLFOK-UHFFFAOYSA-N
Q105288407	VLHOVPZUSXEINR-QGZVFWFLSA-N
Q105288416	VLHROMVHVKMNLA-LBPRGKRZSA-N
Q105288419	VLHWQHSVJUHZMK-UHFFFAOYSA-N
Q105288421	VLICLHUFTCNMON-UHFFFAOYSA-N
Q105288426	VLIKAVITCJDQTG-VSGBNLITSA-N
Q105288429	VLILOXNRSPUUFE-KZEAGTKASA-N
Q105288432	VLIMIPZMVDYYFR-FBMOLHIYSA-N
Q105288434	VLIMWQNLXCIOQP-KZTFKVOLSA-N
Q105288439	VLJFIIWEERHAMV-QYFNTBEASA-N
Q105288440	VLJFIIWEERHAMV-UHFFFAOYSA-N
Q105288442	VLJMGJBBVNUYSJ-HNMMOXNSSA-N
Q105288444	VLJMGJBBVNUYSJ-UHFFFAOYSA-N
Q105288446	VLJMTNLRJHJRGI-DBWLHJRHSA-N
Q105288447	VLJMTNLRJHJRGI-NSZJAQNTSA-N
Q105288449	VLJSCGXPWWMGGI-MUEBEZMGSA-N
Q105288452	VLJUCDZJBABGOC-UHFFFAOYSA-N
Q105288455	VLJVSIPTYGANIN-UHFFFAOYSA-N
Q105288456	VLJVSIPTYGANIN-UPLLRQERSA-N
Q105288457	VLJVSIPTYGANIN-YJSKPEONSA-N
Q105288459	VLJXAFYYXGWQHV-BLEOBQROSA-N
Q105288461	VLJXAFYYXGWQHV-PEHKWEQMSA-N
Q105288462	VLJXAFYYXGWQHV-UHFFFAOYSA-N
Q105288463	VLKIBLGHVSBSQN-NCXKZPMSSA-N
Q105288464	VLKIBLGHVSBSQN-UHFFFAOYSA-N
Q105288466	VLKJPGBRNPVIQC-CASFEBRLSA-N
Q105288467	VLKJPGBRNPVIQC-UHFFFAOYSA-N
Q105288468	VLKMPIWFTPSHEP-BHNHYPNCSA-N
Q105288470	VLKSJGHISJJPQV-VFBYWLOFSA-N
Q105288472	VLKWNDNCESOJPC-YFNVTMOMSA-N
Q105288475	VLKZMOAGAREVTL-RJGBIYGYSA-N
Q105288476	VLKZMOAGAREVTL-UHFFFAOYSA-N
Q105288481	VLLFQKJCNUIESP-BEZDPQFQSA-N
Q105288482	VLLFQKJCNUIESP-UHFFFAOYSA-N
Q105288483	VLLIJKGHPQEWAE-UHFFFAOYSA-N
Q105288484	VLLIRBTWMGPOAA-AAYCFXMQSA-N
Q105288487	VLLPOYAZODCOQG-GWNKAOGUSA-N
Q105288492	VLLPOYAZODCOQG-UHFFFAOYSA-N
Q105288494	VLLSKMDBWJJQDE-VBKFSLOCSA-N
Q105288496	VLLSMOKWYCNDEY-MLAGYPMBSA-N
Q105288498	VLLUXNYOVSHCHO-PLNGDYQASA-N
Q105288499	VLLUXNYOVSHCHO-SNAWJCMRSA-N
Q105288500	VLLUXNYOVSHCHO-UHFFFAOYSA-N
Q105288501	VLLZYGFUBOFCFZ-LRNCDZRASA-N
Q105288502	VLLZYGFUBOFCFZ-UHFFFAOYSA-N
Q105288503	VLMAABJNFNPYCK-NTSWFWBYSA-N
Q105288505	VLMAABJNFNPYCK-UHFFFAOYSA-N
Q105288510	VLMKCIGUEJKYJB-UHFFFAOYSA-N
Q105288512	VLMKVYMUJPHEQB-UHFFFAOYSA-N
Q105288514	VLMOVCPLUVXFOS-CYBMUJFWSA-N
Q105288519	VLNBEAZKLKJCIY-UHFFFAOYSA-N
Q105288521	VLNDRZCVAMLVJF-OFZDVSKBSA-N
Q105288522	VLNDRZCVAMLVJF-UHFFFAOYSA-N
Q105288525	VLNRAGRUEHHINT-XYNIXTSUSA-N
Q105288526	VLNRAGRUEHHINT-YIRVCTRYSA-N
Q105288529	VLNTZJVJKUHBHN-UHFFFAOYSA-N
Q105288530	VLNUYJUOTGDBOM-VMPITWQZSA-N
Q105288531	VLOCIMCKBBUPCR-AHXPBYAWSA-N
Q105288535	VLODVUXSQDGJOX-HTLGRLSDSA-N
Q105288537	VLODVUXSQDGJOX-UHFFFAOYSA-N
Q105288538	VLOFDOVDZZTCKF-JYHGMIBOSA-N
Q105288542	VLOUARUYJFXXNO-OMFWLBFCSA-N
Q105288546	VLOXUMQANREDRL-GDCGDAOHSA-N
Q105288547	VLOZHNLUCRGLMZ-LCLDZGDESA-N
Q105288549	VLOZHNLUCRGLMZ-UHFFFAOYSA-N
Q105288553	VLPHUESCRKBVIP-UHFFFAOYSA-N
Q105288554	VLPHUESCRKBVIP-WOSFXNHJSA-N
Q105288555	VLPIKCMVDFDYQR-YFRKLXLFSA-N
Q105288558	VLPNXKZHFBBOEA-UHFFFAOYSA-N
Q105288560	VLPOEYYEXUIWGQ-UHFFFAOYSA-N
Q105288562	VLPOEYYEXUIWGQ-YNNSDBISSA-N
Q105288563	VLPOZJSSQDVWLK-OTRPWYCQSA-N
Q105288564	VLPOZJSSQDVWLK-UHFFFAOYSA-N
Q105288565	VLPPPAAWUOUSCL-FKMZZXCKSA-N
Q105288567	VLPPPAAWUOUSCL-UHFFFAOYSA-N
Q105288569	VLPSMPMCCYWOHM-STUNQXDBSA-N
Q105288571	VLPVUIRIUAFQJG-LUSDKIBFSA-N
Q105288574	VLPVUIRIUAFQJG-SHJRMMLQSA-N
Q105288575	VLPVUIRIUAFQJG-UHFFFAOYSA-N
Q105288576	VLPYWBWQNXIXGS-UHFFFAOYSA-N
Q105288577	VLPYWBWQNXIXGS-YDXATIDFSA-N
Q105288584	VLQAFTDOIRUYSZ-UHFFFAOYSA-N
Q105288585	VLQDIEZDFOOCSQ-ILNDGXBSSA-N
Q105288586	VLQDIEZDFOOCSQ-UHFFFAOYSA-N
Q105288587	VLQGDJXRIOZLEX-LKTVYLICSA-N
Q105288588	VLQGDJXRIOZLEX-UHFFFAOYSA-N
